Date,Series,EquityEUR,EquityIndexed,Drawdown
2025-01-30,Benchmark (VWCE.DE),170.6,170.5999,0
2025-01-31,Benchmark (VWCE.DE),172.11,172.112,0
2025-02-03,Benchmark (VWCE.DE),170.77,170.7734,-0.007778
2025-02-04,Benchmark (VWCE.DE),170.85,170.8478,-0.007346
2025-02-05,Benchmark (VWCE.DE),170.28,170.2776,-0.010658
2025-02-06,Benchmark (VWCE.DE),172.11,172.112,0
2025-02-07,Benchmark (VWCE.DE),171.86,171.8642,-0.00144
2025-02-10,Benchmark (VWCE.DE),172.98,172.9797,0
2025-02-11,Benchmark (VWCE.DE),172.48,172.4839,-0.002866
2025-02-12,Benchmark (VWCE.DE),171.42,171.418,-0.009028
2025-02-13,Benchmark (VWCE.DE),172.19,172.1864,-0.004586
2025-02-14,Benchmark (VWCE.DE),171.91,171.9137,-0.006162
2025-02-18,Benchmark (VWCE.DE),173,173.0045,0
2025-02-19,Benchmark (VWCE.DE),173.53,173.525,0
2025-02-20,Benchmark (VWCE.DE),171.94,171.9385,-0.009143
2025-02-21,Benchmark (VWCE.DE),172.26,172.2608,-0.007286
2025-02-24,Benchmark (VWCE.DE),170.28,170.2776,-0.018714
2025-02-25,Benchmark (VWCE.DE),167.85,167.8483,-0.032714
2025-02-26,Benchmark (VWCE.DE),170.08,170.0793,-0.019857
2025-02-27,Benchmark (VWCE.DE),170.3,170.3024,-0.018571
2025-02-28,Benchmark (VWCE.DE),168.34,168.3441,-0.029857
2025-03-03,Benchmark (VWCE.DE),168.69,168.6911,-0.027857
2025-03-04,Benchmark (VWCE.DE),163.49,163.4854,-0.057857
2025-03-05,Benchmark (VWCE.DE),161.5,161.5022,-0.069286
2025-03-06,Benchmark (VWCE.DE),161.77,161.7749,-0.067714
2025-03-07,Benchmark (VWCE.DE),159.15,159.1472,-0.082857
2025-03-10,Benchmark (VWCE.DE),157.88,157.883,-0.090143
2025-03-11,Benchmark (VWCE.DE),155.01,155.0074,-0.106714
2025-03-12,Benchmark (VWCE.DE),156.67,156.6683,-0.097143
2025-03-13,Benchmark (VWCE.DE),155.68,155.6767,-0.102857
2025-03-14,Benchmark (VWCE.DE),157.51,157.5112,-0.092286
2025-03-17,Benchmark (VWCE.DE),158.28,158.2796,-0.087857
2025-03-18,Benchmark (VWCE.DE),157.66,157.6599,-0.091429
2025-03-19,Benchmark (VWCE.DE),159.22,159.2216,-0.082429
2025-03-20,Benchmark (VWCE.DE),159.57,159.5687,-0.080429
2025-03-21,Benchmark (VWCE.DE),159.12,159.1225,-0.083
2025-03-24,Benchmark (VWCE.DE),161.7,161.7006,-0.068143
2025-03-25,Benchmark (VWCE.DE),161.87,161.8741,-0.067143
2025-03-26,Benchmark (VWCE.DE),161.16,161.1552,-0.071286
2025-03-27,Benchmark (VWCE.DE),160.68,160.6842,-0.074
2025-03-28,Benchmark (VWCE.DE),157.29,157.2881,-0.093571
2025-03-31,Benchmark (VWCE.DE),156.27,156.2717,-0.099429
2025-04-01,Benchmark (VWCE.DE),158.06,158.0565,-0.089143
2025-04-02,Benchmark (VWCE.DE),157.78,157.7838,-0.090714
2025-04-03,Benchmark (VWCE.DE),150.35,150.3471,-0.133571
2025-04-04,Benchmark (VWCE.DE),143.53,143.53,-0.172857
2025-04-07,Benchmark (VWCE.DE),139.46,139.4645,-0.196286
2025-04-08,Benchmark (VWCE.DE),143.7,143.7035,-0.171857
2025-04-09,Benchmark (VWCE.DE),136.96,136.9608,-0.210714
2025-04-10,Benchmark (VWCE.DE),142.27,142.2657,-0.180143
2025-04-11,Benchmark (VWCE.DE),141.2,141.1998,-0.186286
2025-04-14,Benchmark (VWCE.DE),145.14,145.1413,-0.163571
2025-04-15,Benchmark (VWCE.DE),146.63,146.6287,-0.155
2025-04-16,Benchmark (VWCE.DE),144.89,144.8934,-0.165
2025-04-17,Benchmark (VWCE.DE),143.55,143.5548,-0.172714
2025-04-21,Benchmark (VWCE.DE),143.55,143.5548,-0.172714
2025-04-22,Benchmark (VWCE.DE),142.64,142.6376,-0.178
2025-04-23,Benchmark (VWCE.DE),146.78,146.7774,-0.154143
2025-04-24,Benchmark (VWCE.DE),148.02,148.0169,-0.147
2025-04-25,Benchmark (VWCE.DE),148.49,148.4879,-0.144286
2025-04-28,Benchmark (VWCE.DE),148.91,148.9093,-0.141857
2025-04-29,Benchmark (VWCE.DE),149.6,149.6034,-0.137857
2025-04-30,Benchmark (VWCE.DE),150.15,150.1487,-0.134714
2025-05-01,Benchmark (VWCE.DE),150.15,150.1487,-0.134714
2025-05-02,Benchmark (VWCE.DE),153.87,153.8671,-0.113286
2025-05-05,Benchmark (VWCE.DE),154.24,154.239,-0.111143
2025-05-06,Benchmark (VWCE.DE),153.42,153.4209,-0.115857
2025-05-07,Benchmark (VWCE.DE),152.63,152.6277,-0.120429
2025-05-08,Benchmark (VWCE.DE),154.93,154.9331,-0.107143
2025-05-09,Benchmark (VWCE.DE),154.86,154.8587,-0.107571
2025-05-12,Benchmark (VWCE.DE),159.94,159.9405,-0.078286
2025-05-13,Benchmark (VWCE.DE),160.78,160.7833,-0.073429
2025-05-14,Benchmark (VWCE.DE),160.46,160.4611,-0.075286
2025-05-15,Benchmark (VWCE.DE),161.03,161.0312,-0.072
2025-05-16,Benchmark (VWCE.DE),162,161.998,-0.066429
2025-05-19,Benchmark (VWCE.DE),161.23,161.2296,-0.070857
2025-05-20,Benchmark (VWCE.DE),161.43,161.4279,-0.069714
2025-05-21,Benchmark (VWCE.DE),160.29,160.2876,-0.076286
2025-05-22,Benchmark (VWCE.DE),159.17,159.172,-0.082714
2025-05-23,Benchmark (VWCE.DE),157.59,157.5855,-0.091857
2025-05-27,Benchmark (VWCE.DE),159.99,159.9901,-0.078
2025-05-28,Benchmark (VWCE.DE),160.11,160.114,-0.077286
2025-05-29,Benchmark (VWCE.DE),159.4,159.3951,-0.081429
2025-05-30,Benchmark (VWCE.DE),159.25,159.2464,-0.082286
2025-06-02,Benchmark (VWCE.DE),158.6,158.6019,-0.086
2025-06-03,Benchmark (VWCE.DE),160.44,160.4363,-0.075429
2025-06-04,Benchmark (VWCE.DE),160.61,160.6098,-0.074429
2025-06-05,Benchmark (VWCE.DE),160.73,160.7338,-0.073714
2025-06-06,Benchmark (VWCE.DE),161.35,161.3535,-0.070143
2025-06-09,Benchmark (VWCE.DE),161.48,161.4774,-0.069429
2025-06-10,Benchmark (VWCE.DE),161.5,161.5022,-0.069286
2025-06-11,Benchmark (VWCE.DE),161.58,161.5766,-0.068857
2025-06-12,Benchmark (VWCE.DE),160.11,160.114,-0.077286
2025-06-13,Benchmark (VWCE.DE),159.37,159.3704,-0.081571
2025-06-16,Benchmark (VWCE.DE),160.14,160.1388,-0.077143
2025-06-17,Benchmark (VWCE.DE),159.72,159.7174,-0.079571
2025-06-18,Benchmark (VWCE.DE),159.59,159.5934,-0.080286
2025-06-20,Benchmark (VWCE.DE),158.7,158.701,-0.085429
2025-06-23,Benchmark (VWCE.DE),158.35,158.354,-0.087429
2025-06-24,Benchmark (VWCE.DE),160.09,160.0892,-0.077429
2025-06-25,Benchmark (VWCE.DE),159.99,159.9901,-0.078
2025-06-26,Benchmark (VWCE.DE),160.09,160.0892,-0.077429
2025-06-27,Benchmark (VWCE.DE),161.25,161.2543,-0.070714
2025-06-30,Benchmark (VWCE.DE),160.86,160.8577,-0.073
2025-07-01,Benchmark (VWCE.DE),160.61,160.6098,-0.074429
2025-07-02,Benchmark (VWCE.DE),161.03,161.0312,-0.072
2025-07-03,Benchmark (VWCE.DE),162.64,162.6425,-0.062714
2025-07-07,Benchmark (VWCE.DE),162,161.998,-0.066429
2025-07-08,Benchmark (VWCE.DE),162.05,162.0476,-0.066143
2025-07-09,Benchmark (VWCE.DE),162.49,162.4938,-0.063571
2025-07-10,Benchmark (VWCE.DE),163.61,163.6093,-0.057143
2025-07-11,Benchmark (VWCE.DE),162.72,162.7169,-0.062286
2025-07-14,Benchmark (VWCE.DE),162.92,162.9152,-0.061143
2025-07-15,Benchmark (VWCE.DE),163.91,163.9068,-0.055429
2025-07-16,Benchmark (VWCE.DE),161.63,161.6262,-0.068571
2025-07-17,Benchmark (VWCE.DE),164.9,164.8984,-0.049714
2025-07-18,Benchmark (VWCE.DE),164.33,164.3282,-0.053
2025-07-21,Benchmark (VWCE.DE),164.53,164.5265,-0.051857
2025-07-22,Benchmark (VWCE.DE),163.46,163.4606,-0.058
2025-07-23,Benchmark (VWCE.DE),164.92,164.9231,-0.049571
2025-07-24,Benchmark (VWCE.DE),165.17,165.171,-0.048143
2025-07-25,Benchmark (VWCE.DE),165.34,165.3446,-0.047143
2025-07-28,Benchmark (VWCE.DE),166.76,166.7576,-0.039
2025-07-29,Benchmark (VWCE.DE),167.43,167.4269,-0.035143
2025-07-30,Benchmark (VWCE.DE),168.2,168.1953,-0.030714
2025-07-31,Benchmark (VWCE.DE),168.44,168.4432,-0.029286
2025-08-01,Benchmark (VWCE.DE),163.66,163.6589,-0.056857
2025-08-04,Benchmark (VWCE.DE),165.39,165.3942,-0.046857
2025-08-05,Benchmark (VWCE.DE),165.12,165.1215,-0.048429
2025-08-06,Benchmark (VWCE.DE),165.42,165.4189,-0.046714
2025-08-07,Benchmark (VWCE.DE),165.96,165.9643,-0.043571
2025-08-08,Benchmark (VWCE.DE),166.34,166.3361,-0.041429
2025-08-11,Benchmark (VWCE.DE),167.38,167.3773,-0.035429
2025-08-12,Benchmark (VWCE.DE),167.35,167.3525,-0.035571
2025-08-13,Benchmark (VWCE.DE),167.7,167.6996,-0.033571
2025-08-14,Benchmark (VWCE.DE),168.47,168.468,-0.029143
2025-08-15,Benchmark (VWCE.DE),167.92,167.9227,-0.032286
2025-08-18,Benchmark (VWCE.DE),168.32,168.3193,-0.03
2025-08-19,Benchmark (VWCE.DE),168.34,168.3441,-0.029857
2025-08-20,Benchmark (VWCE.DE),167.43,167.4269,-0.035143
2025-08-21,Benchmark (VWCE.DE),168,167.997,-0.031857
2025-08-22,Benchmark (VWCE.DE),169.06,169.063,-0.025714
2025-08-25,Benchmark (VWCE.DE),168.86,168.8647,-0.026857
2025-08-26,Benchmark (VWCE.DE),168.54,168.5424,-0.028714
2025-08-27,Benchmark (VWCE.DE),169.58,169.5835,-0.022714
2025-08-28,Benchmark (VWCE.DE),169.24,169.2365,-0.024714
2025-08-29,Benchmark (VWCE.DE),167.92,167.9227,-0.032286
2025-09-02,Benchmark (VWCE.DE),166.58,166.584,-0.04
2025-09-03,Benchmark (VWCE.DE),167.7,167.6996,-0.033571
2025-09-04,Benchmark (VWCE.DE),168.91,168.9142,-0.026571
2025-09-05,Benchmark (VWCE.DE),168.02,168.0218,-0.031714
2025-09-08,Benchmark (VWCE.DE),169.11,169.1125,-0.025429
2025-09-09,Benchmark (VWCE.DE),169.29,169.2861,-0.024429
2025-09-10,Benchmark (VWCE.DE),170.28,170.2776,-0.018714
2025-09-11,Benchmark (VWCE.DE),171.42,171.418,-0.012143
2025-09-12,Benchmark (VWCE.DE),171.47,171.4675,-0.011857
2025-09-15,Benchmark (VWCE.DE),171.76,171.765,-0.010143
2025-09-16,Benchmark (VWCE.DE),170.48,170.4759,-0.017571
2025-09-17,Benchmark (VWCE.DE),170.6,170.5999,-0.016857
2025-09-18,Benchmark (VWCE.DE),172.24,172.236,-0.007429
2025-09-19,Benchmark (VWCE.DE),172.34,172.3351,-0.006857
2025-09-22,Benchmark (VWCE.DE),172.63,172.6326,-0.005143
2025-09-23,Benchmark (VWCE.DE),172.93,172.9301,-0.003429
2025-09-24,Benchmark (VWCE.DE),172.71,172.707,-0.004714
2025-09-25,Benchmark (VWCE.DE),172.46,172.4591,-0.006143
2025-09-26,Benchmark (VWCE.DE),172.36,172.3599,-0.006714
2025-09-29,Benchmark (VWCE.DE),173.03,173.0293,-0.002857
2025-09-30,Benchmark (VWCE.DE),172.86,172.8557,-0.003857
2025-10-01,Benchmark (VWCE.DE),174.14,174.1448,0
2025-10-02,Benchmark (VWCE.DE),174.84,174.8389,0
2025-10-03,Benchmark (VWCE.DE),175.58,175.5826,0
2025-10-06,Benchmark (VWCE.DE),176.23,176.2271,0
2025-10-07,Benchmark (VWCE.DE),175.88,175.88,-0.001969
2025-10-08,Benchmark (VWCE.DE),177.44,177.4417,0
2025-10-09,Benchmark (VWCE.DE),177.44,177.4417,0
2025-10-10,Benchmark (VWCE.DE),173.67,173.6738,-0.021235
2025-10-13,Benchmark (VWCE.DE),175.31,175.3099,-0.012015
2025-10-14,Benchmark (VWCE.DE),174.57,174.5662,-0.016206
2025-10-15,Benchmark (VWCE.DE),175.61,175.6073,-0.010338
2025-10-16,Benchmark (VWCE.DE),175.68,175.6817,-0.009919
2025-10-17,Benchmark (VWCE.DE),173.65,173.649,-0.021375
2025-10-20,Benchmark (VWCE.DE),176.82,176.822,-0.003493
2025-10-21,Benchmark (VWCE.DE),177.39,177.3922,-0.000279
2025-10-22,Benchmark (VWCE.DE),176.47,176.475,-0.005448
2025-10-23,Benchmark (VWCE.DE),177.24,177.2434,-0.001118
2025-10-24,Benchmark (VWCE.DE),177.24,177.2434,-0.001118
2025-10-27,Benchmark (VWCE.DE),179.77,179.7719,0
2025-10-28,Benchmark (VWCE.DE),180,179.995,0
2025-10-29,Benchmark (VWCE.DE),180.47,180.466,0
2025-10-30,Benchmark (VWCE.DE),180.54,180.5404,0
2025-10-31,Benchmark (VWCE.DE),180.39,180.3917,-0.000824
2025-11-03,Benchmark (VWCE.DE),180.69,180.6891,0
2025-11-04,Benchmark (VWCE.DE),180.04,180.0446,-0.003567
2025-11-05,Benchmark (VWCE.DE),180.29,180.2925,-0.002195
2025-11-06,Benchmark (VWCE.DE),177.69,177.6896,-0.0166
2025-11-07,Benchmark (VWCE.DE),175.43,175.4338,-0.029085
2025-11-10,Benchmark (VWCE.DE),179.15,179.1522,-0.008506
2025-11-11,Benchmark (VWCE.DE),179.75,179.7472,-0.005213
2025-11-12,Benchmark (VWCE.DE),180.64,180.6396,-0.000274
2025-11-13,Benchmark (VWCE.DE),178.26,178.2598,-0.013445
2025-11-14,Benchmark (VWCE.DE),178.09,178.0863,-0.014405
2025-11-17,Benchmark (VWCE.DE),177.27,177.2682,-0.018933
2025-11-18,Benchmark (VWCE.DE),174.99,174.9876,-0.031554
2025-11-19,Benchmark (VWCE.DE),175.24,175.2355,-0.030182
2025-11-20,Benchmark (VWCE.DE),176.28,176.2766,-0.02442
2025-11-21,Benchmark (VWCE.DE),174.52,174.5166,-0.034161
2025-11-24,Benchmark (VWCE.DE),176.57,176.5741,-0.022774
2025-11-25,Benchmark (VWCE.DE),177,176.9955,-0.020442
2025-11-26,Benchmark (VWCE.DE),179,179.0035,-0.009329
2025-11-28,Benchmark (VWCE.DE),179.52,179.524,-0.006448
2025-12-01,Benchmark (VWCE.DE),178.85,178.8547,-0.010152
2025-12-02,Benchmark (VWCE.DE),178.81,178.8051,-0.010427
2025-12-03,Benchmark (VWCE.DE),178.71,178.706,-0.010975
2025-12-04,Benchmark (VWCE.DE),179.15,179.1522,-0.008506
2025-12-05,Benchmark (VWCE.DE),179.92,179.9207,-0.004253
2025-12-08,Benchmark (VWCE.DE),179.6,179.5984,-0.006037
2025-12-09,Benchmark (VWCE.DE),179.7,179.6976,-0.005488
2025-12-10,Benchmark (VWCE.DE),179.38,179.3753,-0.007271
2025-12-11,Benchmark (VWCE.DE),178.58,178.5821,-0.011661
2025-12-12,Benchmark (VWCE.DE),177.47,177.4665,-0.017835
2025-12-15,Benchmark (VWCE.DE),177.81,177.8136,-0.015914
2025-12-16,Benchmark (VWCE.DE),176.55,176.5493,-0.022911
2025-12-17,Benchmark (VWCE.DE),175.76,175.7561,-0.027301
2025-12-18,Benchmark (VWCE.DE),177.89,177.888,-0.015503
2025-12-19,Benchmark (VWCE.DE),178.71,178.706,-0.010975
2025-12-22,Benchmark (VWCE.DE),178.98,178.9787,-0.009466
2025-12-23,Benchmark (VWCE.DE),179.35,179.3505,-0.007408
2025-12-24,Benchmark (VWCE.DE),179.35,179.3505,-0.007408
2025-12-26,Benchmark (VWCE.DE),179.35,179.3505,-0.007408
2025-12-29,Benchmark (VWCE.DE),179.7,179.6976,-0.005488
2025-12-30,Benchmark (VWCE.DE),180.24,180.2429,-0.002469
2025-12-31,Benchmark (VWCE.DE),180.24,180.2429,-0.002469
2026-01-02,Benchmark (VWCE.DE),179.9,179.8959,-0.00439
2026-01-05,Benchmark (VWCE.DE),182.3,182.3004,0
2026-01-06,Benchmark (VWCE.DE),183.07,183.0689,0
2026-01-07,Benchmark (VWCE.DE),183.44,183.4408,0
2026-01-08,Benchmark (VWCE.DE),183.09,183.0937,-0.001892
2026-01-09,Benchmark (VWCE.DE),184.56,184.5563,0
2026-01-12,Benchmark (VWCE.DE),184.68,184.6802,0
2026-01-13,Benchmark (VWCE.DE),185,185.0025,0
2026-01-14,Benchmark (VWCE.DE),183.94,183.9365,-0.005762
2026-01-15,Benchmark (VWCE.DE),186.22,186.2172,0
2026-01-16,Benchmark (VWCE.DE),185.8,185.7957,-0.002263
2026-01-20,Benchmark (VWCE.DE),181.78,181.7799,-0.023829
2026-01-21,Benchmark (VWCE.DE),182.2,182.2013,-0.021566
2026-01-22,Benchmark (VWCE.DE),183.42,183.416,-0.015043
2026-01-23,Benchmark (VWCE.DE),183.09,183.0937,-0.016773
2026-01-26,Benchmark (VWCE.DE),182.5,182.4988,-0.019968
2026-01-27,Benchmark (VWCE.DE),182.4,182.3996,-0.020501
2026-01-28,Benchmark (VWCE.DE),182.67,182.6723,-0.019036
2026-01-29,Benchmark (VWCE.DE),181.14,181.1353,-0.02729
2026-01-30,Benchmark (VWCE.DE),182.47,182.474,-0.020101
2026-02-02,Benchmark (VWCE.DE),184.11,184.1101,-0.011315
2026-02-03,Benchmark (VWCE.DE),183.56,183.5647,-0.014244
2026-02-04,Benchmark (VWCE.DE),183.14,183.1433,-0.016507
2026-02-05,Benchmark (VWCE.DE),181.58,181.5816,-0.024894
2026-02-06,Benchmark (VWCE.DE),183.22,183.2177,-0.016108
2026-02-09,Benchmark (VWCE.DE),184.11,184.1101,-0.011315
2026-02-10,Benchmark (VWCE.DE),184.56,184.5563,-0.008919
2026-02-11,Benchmark (VWCE.DE),184.78,184.7794,-0.007721
2026-02-12,Benchmark (VWCE.DE),183.24,183.2424,-0.015975
2026-02-13,Benchmark (VWCE.DE),183.07,183.0689,-0.016906
2026-02-17,Benchmark (VWCE.DE),183.22,183.2177,-0.016108
2026-02-18,Benchmark (VWCE.DE),185.3,185.2999,-0.004925
2026-02-19,Benchmark (VWCE.DE),184.88,184.8785,-0.007189
2026-02-20,Benchmark (VWCE.DE),185.77,185.771,-0.002396
2026-02-23,Benchmark (VWCE.DE),184.46,184.4571,-0.009452
2026-02-24,Benchmark (VWCE.DE),185.57,185.5726,-0.003461
2026-02-25,Benchmark (VWCE.DE),186.99,186.9856,0
2026-02-26,Benchmark (VWCE.DE),186.44,186.4403,-0.002917
2026-02-27,Benchmark (VWCE.DE),185.7,185.6966,-0.006894
2026-03-02,Benchmark (VWCE.DE),185.94,185.9445,-0.005568
2026-03-03,Benchmark (VWCE.DE),183.04,183.0441,-0.021079
2026-03-04,Benchmark (VWCE.DE),185.05,185.0521,-0.010341
2026-03-05,Benchmark (VWCE.DE),183.86,183.8622,-0.016704
2026-03-06,Benchmark (VWCE.DE),183.86,183.8622,-0.016704
2026-03-09,Benchmark (VWCE.DE),181.46,181.4576,-0.029564
2026-03-10,Benchmark (VWCE.DE),184.11,184.1101,-0.015379
2026-03-11,Benchmark (VWCE.DE),183.44,183.4408,-0.018958
2026-03-12,Benchmark (VWCE.DE),182.15,182.1517,-0.025852
2026-03-13,Benchmark (VWCE.DE),181.93,181.9286,-0.027045
2026-03-16,Benchmark (VWCE.DE),182.67,182.6723,-0.023068
2026-03-17,Benchmark (VWCE.DE),183.19,183.1929,-0.020284
2026-03-18,Benchmark (VWCE.DE),181.95,181.9534,-0.026912
2026-03-19,Benchmark (VWCE.DE),178.83,178.8299,-0.043617
2026-03-20,Benchmark (VWCE.DE),176.8,176.7972,-0.054488
2026-03-23,Benchmark (VWCE.DE),177.66,177.6648,-0.049848
2026-03-24,Benchmark (VWCE.DE),177.54,177.5409,-0.05051
2026-03-25,Benchmark (VWCE.DE),179.33,179.3257,-0.040965
2026-03-26,Benchmark (VWCE.DE),177.19,177.1939,-0.052366
2026-03-27,Benchmark (VWCE.DE),174.74,174.7397,-0.065491
2026-03-30,Benchmark (VWCE.DE),175.88,175.88,-0.059393
2026-03-31,Benchmark (VWCE.DE),175.78,175.7809,-0.059923
2026-04-01,Benchmark (VWCE.DE),179.6,179.5984,-0.039507
2026-04-02,Benchmark (VWCE.DE),179.4,179.4001,-0.040567
2026-04-06,Benchmark (VWCE.DE),179.4,179.4001,-0.040567
2026-04-07,Benchmark (VWCE.DE),178.38,178.3837,-0.046003
2026-04-08,Benchmark (VWCE.DE),183.54,183.5399,-0.018428
2026-04-09,Benchmark (VWCE.DE),183.64,183.6391,-0.017897
2026-04-10,Benchmark (VWCE.DE),184.13,184.1349,-0.015246
2026-04-13,Benchmark (VWCE.DE),184.04,184.0357,-0.015776
2026-04-14,Benchmark (VWCE.DE),186.27,186.2667,-0.003845
2026-04-15,Benchmark (VWCE.DE),186.89,186.8865,-0.00053
2026-04-16,Benchmark (VWCE.DE),188.03,188.0268,0
2026-04-17,Benchmark (VWCE.DE),190.46,190.4561,0
2026-04-20,Benchmark (VWCE.DE),189.49,189.4893,-0.005076
2026-04-21,Benchmark (VWCE.DE),189.09,189.0927,-0.007159
2026-04-22,Benchmark (VWCE.DE),190.11,190.1091,-0.001822
2026-04-23,Benchmark (VWCE.DE),190.6,190.6049,0
2026-04-24,Benchmark (VWCE.DE),190.38,190.3818,-0.00117
2026-04-27,Benchmark (VWCE.DE),190.26,190.2578,-0.001821
2026-04-28,Benchmark (VWCE.DE),189.49,189.4893,-0.005852
2026-04-29,Benchmark (VWCE.DE),189.79,189.7868,-0.004292
2026-04-30,Benchmark (VWCE.DE),190.83,190.828,0
2026-05-01,Benchmark (VWCE.DE),190.83,190.828,0
2026-05-04,Benchmark (VWCE.DE),191.57,191.5716,0
2026-05-05,Benchmark (VWCE.DE),193.33,193.3317,0
2026-05-06,Benchmark (VWCE.DE),195.91,195.9098,0
2026-05-07,Benchmark (VWCE.DE),195.81,195.8106,-0.000506
2026-05-08,Benchmark (VWCE.DE),196.01,196.0089,0
2026-05-11,Benchmark (VWCE.DE),196.6,196.6039,0
2026-05-12,Benchmark (VWCE.DE),194.55,194.5464,-0.010465
2026-05-13,Benchmark (VWCE.DE),197.25,197.2484,0
2026-05-14,Benchmark (VWCE.DE),199.58,199.5786,0
2026-05-15,Benchmark (VWCE.DE),197.62,197.6202,-0.009812
2026-05-18,Benchmark (VWCE.DE),196.38,196.3808,-0.016023
2026-05-19,Benchmark (VWCE.DE),196.08,196.0833,-0.017513
2026-05-20,Benchmark (VWCE.DE),198.02,198.0168,-0.007825
2026-05-21,Benchmark (VWCE.DE),198.22,198.2152,-0.006831
2026-05-22,Benchmark (VWCE.DE),200.32,200.3223,0
2026-05-26,Benchmark (VWCE.DE),201.51,201.5121,0
2026-05-27,Benchmark (VWCE.DE),201.04,201.0411,-0.002337
2026-05-28,Benchmark (VWCE.DE),201.81,201.8096,0
2026-05-29,Benchmark (VWCE.DE),202.23,202.231,0
2026-06-01,Benchmark (VWCE.DE),203.17,203.173,0
2026-06-02,Benchmark (VWCE.DE),204.36,204.3629,0
2026-06-03,Benchmark (VWCE.DE),203.45,203.4457,-0.004488
2026-06-04,Benchmark (VWCE.DE),203.02,203.0243,-0.00655
2026-06-05,Benchmark (VWCE.DE),201.24,201.2395,-0.015284
2026-06-08,Benchmark (VWCE.DE),200.25,200.2479,-0.020136
2026-06-09,Benchmark (VWCE.DE),197.69,197.6946,-0.03263
2026-06-10,Benchmark (VWCE.DE),197.37,197.3723,-0.034207
2026-06-11,Benchmark (VWCE.DE),197.77,197.769,-0.032266
2026-06-12,Benchmark (VWCE.DE),201.36,201.3634,-0.014677
2026-06-15,Benchmark (VWCE.DE),204.02,204.0159,-0.001698
2026-06-16,Benchmark (VWCE.DE),203.47,203.4705,-0.004367
2026-06-17,Benchmark (VWCE.DE),204.07,204.0654,-0.001456
2026-06-18,Benchmark (VWCE.DE),205.08,205.0818,0
2026-06-22,Benchmark (VWCE.DE),205.8,205.8007,0
2026-06-23,Benchmark (VWCE.DE),203.17,203.173,-0.012768
2026-06-24,Benchmark (VWCE.DE),204.26,204.2638,-0.007468
2026-06-25,Benchmark (VWCE.DE),203.52,203.5201,-0.011082
2026-06-26,Benchmark (VWCE.DE),202.9,202.9003,-0.014093
2026-06-29,Benchmark (VWCE.DE),202.58,202.5781,-0.015659
2026-06-30,Benchmark (VWCE.DE),204.78,204.7843,-0.004939
2026-07-01,Benchmark (VWCE.DE),205.68,205.6767,-0.000602
2026-07-02,Benchmark (VWCE.DE),204.49,204.4869,-0.006384
2026-07-06,Benchmark (VWCE.DE),206.49,206.4948,0
2026-07-07,Benchmark (VWCE.DE),204.29,204.2886,-0.010684
2026-07-08,Benchmark (VWCE.DE),203,202.9995,-0.016927
2026-07-09,Benchmark (VWCE.DE),205.21,205.2057,-0.006243
2026-07-10,Benchmark (VWCE.DE),205.92,205.9246,-0.002761
2026-07-13,Benchmark (VWCE.DE),205.48,205.4784,-0.004922
2026-07-14,Benchmark (VWCE.DE),205.33,205.3297,-0.005642
2026-07-15,Benchmark (VWCE.DE),205.5,205.5032,-0.004802
2026-07-16,Benchmark (VWCE.DE),205.08,205.0818,-0.006843
2026-07-17,Benchmark (VWCE.DE),202.65,202.6525,-0.018607
2026-07-20,Benchmark (VWCE.DE),203.5,203.4953,-0.014526
2026-07-21,Benchmark (VWCE.DE),204.69,204.6852,-0.008764
2026-07-22,Benchmark (VWCE.DE),205.01,205.0074,-0.007203
2020-12-04,Universe EW B&H,100,100,0
2020-12-07,Universe EW B&H,99.75,99.7525,-0.002475
2020-12-08,Universe EW B&H,99.92,99.9236,-0.000764
2020-12-09,Universe EW B&H,99.58,99.5848,-0.004152
2020-12-10,Universe EW B&H,99.67,99.6659,-0.003341
2020-12-11,Universe EW B&H,99.07,99.0682,-0.009318
2020-12-14,Universe EW B&H,98.74,98.741,-0.01259
2020-12-15,Universe EW B&H,99.64,99.6381,-0.003619
2020-12-16,Universe EW B&H,99.97,99.9708,-0.000292
2020-12-17,Universe EW B&H,100.26,100.2625,0
2020-12-18,Universe EW B&H,100.04,100.0442,-0.002177
2020-12-21,Universe EW B&H,98.71,98.7096,-0.015488
2020-12-22,Universe EW B&H,98.78,98.7786,-0.014799
2020-12-23,Universe EW B&H,99.33,99.3319,-0.009281
2020-12-24,Universe EW B&H,99.43,99.4299,-0.008304
2020-12-28,Universe EW B&H,100.21,100.2058,-0.000565
2020-12-29,Universe EW B&H,100.48,100.4793,0
2020-12-30,Universe EW B&H,100.44,100.436,-0.000431
2020-12-31,Universe EW B&H,100.55,100.5539,0
2021-01-04,Universe EW B&H,100.22,100.2205,-0.003316
2021-01-05,Universe EW B&H,100.74,100.7427,0
2021-01-06,Universe EW B&H,101.81,101.8066,0
2021-01-07,Universe EW B&H,102.9,102.9027,0
2021-01-08,Universe EW B&H,103.32,103.3185,0
2021-01-11,Universe EW B&H,103.11,103.1129,-0.00199
2021-01-12,Universe EW B&H,103.13,103.131,-0.001814
2021-01-13,Universe EW B&H,103.18,103.1815,-0.001326
2021-01-14,Universe EW B&H,103.4,103.4041,0
2021-01-15,Universe EW B&H,102.46,102.4604,-0.009127
2021-01-19,Universe EW B&H,102.98,102.9793,-0.004108
2021-01-20,Universe EW B&H,104,104.0045,0
