CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CustomerStatus,WarehouseDistanceBand,TenureBand,CashbackBand,RecencyScore,FrequencyScore,ChurnProbability,PredictedChurn,RiskBand,RiskRank
51355,0,9.0,Phone,1,33.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Married,7,0,13.0,0.0,7.0,7.0,152,Stayed,Far,7–12 months,Moderate,2,5,0.1542,0,Medium,2489
51356,0,8.0,Phone,1,15.6,CC,Male,2.0,1,Mobile Phone,4,Married,1,0,13.0,1.0,1.0,3.0,124,Stayed,Close,7–12 months,Moderate,4,1,0.0725,0,Low,2976
51357,0,2.0,Phone,1,21.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Single,1,1,12.0,1.0,1.0,8.0,142,Stayed,Moderate,0–6 months,Moderate,2,1,0.4927,0,High,1276
51358,0,4.0,Phone,1,32.0,Debit Card,Male,2.93,3,Mobile Phone,3,Married,2,0,17.0,3.0,4.0,3.0,129,Stayed,Far,0–6 months,Moderate,4,4,0.3709,0,Medium,1634
51359,0,7.0,Phone,1,25.0,CC,Male,3.0,3,Mobile Phone,1,Married,1,0,11.0,0.0,1.0,2.0,127,Stayed,Moderate,7–12 months,Moderate,5,1,0.1343,0,Medium,2594
51360,1,10.19,Phone,1,30.0,Debit Card,Male,2.0,4,Mobile Phone,3,Single,6,1,14.0,0.0,1.0,3.0,120,Churned,Moderate,7–12 months,Moderate,4,1,0.9343,1,High,187
51361,0,2.0,Phone,1,27.0,Debit Card,Female,2.0,1,Fashion,5,Married,2,0,11.0,6.0,8.0,8.0,200,Stayed,Moderate,0–6 months,Moderate,2,5,0.338,0,Medium,1751
51362,0,5.0,Phone,1,11.0,Debit Card,Male,3.0,1,Mobile Phone,4,Married,1,1,12.0,1.0,1.0,5.0,133,Stayed,Close,0–6 months,Moderate,2,1,0.1791,0,Medium,2378
51363,0,0.0,Computer,1,22.0,CC,Male,2.93,1,Mobile Phone,1,Married,2,1,13.0,0.0,1.0,0.0,129,Stayed,Moderate,0–6 months,Moderate,5,1,0.6479,1,High,928
51364,0,26.0,Phone,3,8.0,Debit Card,Female,3.0,4,Grocery,1,Married,3,0,16.0,0.0,3.01,7.0,254,Stayed,Very close,25+ months,High,2,4,0.0001,0,Low,3524
51365,0,11.0,Phone,1,8.0,Debit Card,Male,2.0,3,Mobile Phone,1,Single,6,1,11.0,0.0,1.0,2.0,139,Stayed,Very close,7–12 months,Moderate,5,1,0.4637,0,High,1344
51366,0,0.0,Computer,1,17.0,UPI,Female,3.0,1,Laptop & Accessory,3,Married,1,0,18.0,0.0,1.0,3.0,140,Stayed,Close,0–6 months,Moderate,4,1,0.0859,0,Low,2887
51367,1,0.0,Phone,3,15.0,Debit Card,Male,2.0,4,Mobile Phone,5,Single,8,0,23.0,0.0,1.0,3.0,134,Churned,Close,0–6 months,Moderate,4,1,0.9718,1,High,68
51368,0,7.0,Phone,1,13.0,Debit Card,Female,2.0,3,Fashion,4,Single,1,0,11.0,0.0,2.0,4.54,220,Stayed,Close,7–12 months,High,3,2,0.1541,0,Medium,2490
51369,0,10.19,Phone,1,21.0,Debit Card,Male,3.0,3,Mobile Phone,1,Single,2,0,14.0,1.0,1.0,0.0,112,Stayed,Moderate,7–12 months,Moderate,5,1,0.2539,0,Medium,2054
51370,1,0.0,Phone,1,12.0,CC,Male,2.93,3,Mobile Phone,5,Single,3,0,11.0,0.0,1.0,3.0,130,Churned,Close,0–6 months,Moderate,4,1,0.7208,1,High,749
51371,0,26.0,Phone,1,11.0,UPI,Female,2.0,3,Others,3,Married,5,0,11.0,1.75,4.0,8.0,291,Stayed,Close,25+ months,High,2,4,0.0003,0,Low,3522
51372,1,0.0,Computer,1,22.0,Debit Card,Female,3.0,5,Mobile Phone,5,Single,2,1,22.0,0.0,6.0,7.0,139,Churned,Moderate,0–6 months,Moderate,2,5,0.9687,1,High,77
51373,0,15.0,Phone,3,14.0,E wallet,Male,2.0,3,Laptop & Accessory,4,Married,1,0,11.0,2.0,4.0,2.0,168,Stayed,Close,13–24 months,Moderate,5,4,0.0756,0,Low,2956
51374,0,17.0,Phone,1,13.0,Credit Card,Female,2.0,4,Fashion,1,Married,4,0,14.0,0.0,5.0,17.0,202,Stayed,Close,13–24 months,High,1,5,0.0078,0,Low,3453
51375,0,19.0,Phone,3,8.0,E wallet,Female,2.0,3,Others,5,Single,4,0,12.0,1.75,2.0,1.0,289,Stayed,Very close,13–24 months,High,5,2,0.3823,0,Medium,1594
51376,0,6.0,Phone,1,15.6,CC,Male,3.0,3,Mobile Phone,1,Single,5,0,11.0,0.0,1.0,0.0,125,Stayed,Close,0–6 months,Moderate,5,1,0.3366,0,Medium,1754
51377,0,17.0,Phone,1,16.0,UPI,Male,2.0,3,Laptop & Accessory,1,Married,3,1,13.0,0.0,1.0,3.0,165,Stayed,Close,13–24 months,Moderate,4,1,0.0248,0,Low,3311
51378,0,10.19,Phone,1,15.0,CC,Male,2.0,4,Mobile Phone,3,Single,2,0,13.0,0.0,1.0,8.0,122,Stayed,Close,7–12 months,Moderate,2,1,0.146,0,Medium,2534
51379,1,10.19,Phone,3,11.0,Cash on Delivery,Male,2.0,3,Laptop & Accessory,1,Married,4,0,14.0,0.0,1.0,0.0,121,Churned,Close,7–12 months,Moderate,5,1,0.1509,0,Medium,2504
51380,1,10.19,Phone,1,6.0,CC,Male,3.0,3,Mobile Phone,1,Married,3,1,16.0,0.0,2.0,0.0,123,Churned,Very close,7–12 months,Moderate,5,2,0.1804,0,Medium,2372
51381,0,16.0,Phone,1,15.6,CC,Female,3.0,1,Mobile Phone,3,Married,2,0,12.0,1.0,1.0,4.0,126,Stayed,Close,13–24 months,Moderate,3,1,0.0177,0,Low,3365
51382,1,13.0,Phone,3,9.0,E wallet,Male,2.93,4,Mobile Phone,3,Married,2,1,14.0,1.0,1.0,2.0,127,Churned,Very close,13–24 months,Moderate,5,1,0.8128,1,High,505
51383,0,10.19,Phone,3,8.0,E wallet,Female,3.0,3,Mobile Phone,1,Married,2,0,13.0,2.0,2.0,2.0,120,Stayed,Very close,7–12 months,Moderate,5,2,0.1519,0,Medium,2498
51384,0,9.0,Phone,1,11.0,Debit Card,Female,2.0,4,Mobile Phone,5,Married,10,1,14.0,1.0,1.0,0.0,134,Stayed,Close,7–12 months,Moderate,5,1,0.8627,1,High,384
51385,0,6.0,Computer,3,6.0,Debit Card,Female,2.0,1,Laptop & Accessory,5,Married,3,0,19.0,0.0,1.0,3.0,154,Stayed,Very close,0–6 months,Moderate,4,1,0.0375,0,Low,3210
51386,0,10.19,Phone,1,10.0,UPI,Male,3.0,3,Mobile Phone,1,Married,2,0,12.0,1.0,1.0,0.0,120,Stayed,Very close,7–12 months,Moderate,5,1,0.0753,0,Low,2958
51387,0,0.0,Phone,1,15.6,Debit Card,Female,2.0,3,Mobile Phone,5,Married,2,0,13.0,1.0,1.0,0.0,123,Stayed,Close,0–6 months,Moderate,5,1,0.6622,1,High,899
51388,1,10.19,Phone,1,31.0,Debit Card,Male,2.0,5,Mobile Phone,3,Single,2,0,12.0,0.0,1.0,1.0,123,Churned,Far,7–12 months,Moderate,5,1,0.5279,1,High,1193
51389,0,0.0,Computer,3,14.0,Debit Card,Male,2.0,3,Fashion,3,Single,2,0,15.0,1.0,1.0,7.0,187,Stayed,Close,0–6 months,Moderate,2,1,0.7441,1,High,687
51390,0,3.0,Computer,1,6.0,Credit Card,Female,2.0,3,Laptop & Accessory,1,Single,2,0,23.0,1.0,3.0,7.0,140,Stayed,Very close,0–6 months,Moderate,2,4,0.0499,0,Low,3120
51391,1,4.0,Phone,1,18.0,Cash on Delivery,Female,2.0,3,Others,3,Married,2,0,15.71,1.0,15.0,8.0,295,Churned,Close,0–6 months,High,2,5,0.5961,1,High,1039
51392,0,7.0,Computer,3,29.0,E wallet,Male,3.0,3,Laptop & Accessory,3,Single,1,0,20.0,0.0,8.0,7.0,146,Stayed,Moderate,7–12 months,Moderate,2,5,0.6726,1,High,868
51393,0,10.0,Phone,1,25.0,Debit Card,Male,2.93,3,Mobile Phone,4,Married,5,0,21.0,0.0,1.0,0.0,130,Stayed,Moderate,7–12 months,Moderate,5,1,0.307,0,Medium,1856
51394,0,19.0,Computer,3,11.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Single,5,1,21.0,1.0,1.0,8.0,158,Stayed,Close,13–24 months,Moderate,2,1,0.1188,0,Medium,2680
51395,0,10.19,Phone,1,14.0,Debit Card,Male,2.0,1,Mobile Phone,1,Married,2,0,19.0,1.0,1.0,1.0,123,Stayed,Close,7–12 months,Moderate,5,1,0.0273,0,Low,3290
51396,1,11.0,Phone,1,6.0,Debit Card,Male,3.0,4,Fashion,3,Single,10,1,13.0,0.0,1.0,0.0,154,Churned,Very close,7–12 months,Moderate,5,1,0.9195,1,High,228
51397,1,0.0,Phone,1,11.0,Cash on Delivery,Male,2.0,3,Mobile Phone,3,Single,2,1,13.0,0.0,2.0,2.0,134,Churned,Close,0–6 months,Moderate,5,2,0.9299,1,High,203
51398,0,17.0,Phone,3,6.0,E wallet,Female,3.0,3,Laptop & Accessory,5,Married,6,1,21.0,1.0,1.0,3.0,155,Stayed,Very close,13–24 months,Moderate,4,1,0.2278,0,Medium,2158
51399,0,8.0,Computer,1,17.0,Credit Card,Male,3.0,4,Fashion,5,Married,3,1,13.0,1.0,2.0,3.0,199,Stayed,Close,7–12 months,Moderate,4,2,0.7075,1,High,785
51400,0,0.0,Phone,3,29.0,E wallet,Female,2.0,4,Laptop & Accessory,1,Married,8,1,19.0,0.0,1.0,0.0,142,Stayed,Moderate,0–6 months,Moderate,5,1,0.9664,1,High,85
51401,0,6.0,Computer,1,29.0,Debit Card,Female,3.0,3,Fashion,1,Single,2,1,12.0,3.0,3.01,12.0,235,Stayed,Moderate,0–6 months,High,1,4,0.3226,0,Medium,1805
51402,0,8.0,Computer,3,5.0,Debit Card,Male,3.0,3,Fashion,5,Married,2,0,22.0,0.0,1.0,8.0,191,Stayed,Very close,7–12 months,Moderate,2,1,0.1326,0,Medium,2605
51403,0,8.0,Phone,1,29.0,Credit Card,Female,1.0,3,Mobile Phone,5,Married,4,1,15.0,0.0,2.0,2.0,140,Stayed,Moderate,7–12 months,Moderate,5,2,0.7374,1,High,705
51404,0,4.0,Phone,1,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,1,Married,4,0,22.0,0.0,1.0,7.0,159,Stayed,Close,0–6 months,Moderate,2,1,0.0168,0,Low,3372
51405,0,10.0,Phone,1,6.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,2,0,18.0,0.0,1.0,7.0,160,Stayed,Very close,7–12 months,Moderate,2,1,0.0089,0,Low,3444
51406,0,5.0,Phone,1,6.0,Credit Card,Male,2.0,3,Laptop & Accessory,1,Married,2,1,22.0,5.0,7.0,8.0,162,Stayed,Very close,0–6 months,Moderate,2,5,0.0561,0,Low,3081
51407,0,11.0,Computer,1,15.6,Debit Card,Female,2.0,3,Laptop & Accessory,1,Single,2,0,11.0,6.0,9.0,9.0,124,Stayed,Close,7–12 months,Moderate,1,5,0.133,0,Medium,2602
51408,0,23.0,Phone,1,13.0,Credit Card,Female,2.0,4,Others,3,Married,6,1,12.0,1.75,13.0,8.0,287,Stayed,Close,13–24 months,High,2,5,0.2043,0,Medium,2260
51409,0,30.0,Phone,3,31.0,Debit Card,Female,4.0,3,Fashion,5,Single,8,0,11.0,6.0,7.0,9.0,176,Stayed,Far,25+ months,Moderate,1,5,0.0094,0,Low,3439
51410,0,9.0,Phone,1,14.0,Cash on Delivery,Female,2.0,3,Fashion,3,Married,2,0,13.0,7.0,12.0,8.0,201,Stayed,Close,7–12 months,High,2,5,0.3743,0,Medium,1620
51411,0,28.0,Phone,1,14.0,Credit Card,Female,2.0,3,Grocery,3,Married,3,1,14.0,1.0,3.01,2.0,248,Stayed,Close,25+ months,High,5,4,0.0003,0,Low,3522
51412,0,9.0,Computer,1,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Single,2,0,13.0,1.0,1.0,3.0,165,Stayed,Close,7–12 months,Moderate,4,1,0.1895,0,Medium,2335
51413,0,18.0,Phone,1,13.0,Debit Card,Male,2.0,3,Fashion,5,Married,3,0,17.0,0.0,1.0,0.0,197,Stayed,Close,13–24 months,Moderate,5,1,0.0369,0,Low,3216
51414,0,10.19,Computer,1,6.0,CC,Male,3.0,3,Mobile Phone,5,Married,5,0,13.0,0.0,1.0,2.0,122,Stayed,Very close,7–12 months,Moderate,5,1,0.2303,0,Medium,2145
51415,1,0.0,Phone,1,15.0,CC,Male,3.0,4,Mobile Phone,3,Married,1,1,17.0,1.0,1.0,0.0,134,Churned,Close,0–6 months,Moderate,5,1,0.7947,1,High,567
51416,0,30.0,Computer,3,6.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Single,8,0,11.0,1.0,1.0,3.0,155,Stayed,Very close,25+ months,Moderate,4,1,0.0009,0,Low,3516
51417,0,2.0,Phone,1,8.0,Debit Card,Male,2.93,3,Mobile Phone,4,Married,1,0,23.0,1.0,1.0,4.0,127,Stayed,Very close,0–6 months,Moderate,3,1,0.2162,0,Medium,2213
51418,0,4.0,Phone,1,15.6,CC,Male,2.0,3,Mobile Phone,4,Single,2,0,17.0,1.0,1.0,0.0,125,Stayed,Close,0–6 months,Moderate,5,1,0.4882,0,High,1287
51419,0,5.0,Phone,1,6.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Married,2,0,17.0,1.0,1.0,9.0,162,Stayed,Very close,0–6 months,Moderate,1,1,0.0131,0,Low,3404
51420,0,9.0,Phone,1,12.0,Debit Card,Female,2.93,1,Mobile Phone,1,Married,4,0,12.0,0.0,1.0,0.0,130,Stayed,Close,7–12 months,Moderate,5,1,0.0375,0,Low,3210
51421,0,4.0,Phone,1,14.0,Debit Card,Female,3.0,3,Laptop & Accessory,1,Single,2,0,23.0,1.0,1.0,8.0,144,Stayed,Close,0–6 months,Moderate,2,1,0.0308,0,Low,3261
51422,0,8.0,Phone,3,6.0,E wallet,Male,2.0,4,Laptop & Accessory,5,Single,1,0,14.0,1.0,2.0,8.0,143,Stayed,Very close,7–12 months,Moderate,2,2,0.2829,0,Medium,1947
51423,0,18.0,Phone,1,12.0,UPI,Male,2.0,3,Fashion,5,Married,5,1,14.0,1.0,3.01,0.0,232,Stayed,Close,13–24 months,High,5,4,0.1809,0,Medium,2368
51424,0,10.0,Phone,1,13.0,Credit Card,Male,1.0,3,Fashion,3,Single,5,0,13.0,0.0,3.01,2.0,237,Stayed,Close,7–12 months,High,5,4,0.1175,0,Medium,2689
51425,0,19.0,Phone,2,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,2,1,22.0,1.0,1.0,2.0,150,Stayed,Close,13–24 months,Moderate,5,1,0.0327,0,Low,3246
51426,0,3.0,Phone,1,6.0,Debit Card,Male,2.0,4,Laptop & Accessory,1,Married,2,1,12.0,1.0,3.0,0.0,151,Stayed,Very close,0–6 months,Moderate,5,4,0.2551,0,Medium,2046
51427,0,8.0,Phone,1,6.0,CC,Male,2.93,4,Mobile Phone,3,Single,2,0,18.0,1.0,1.0,4.0,129,Stayed,Very close,7–12 months,Moderate,3,1,0.2006,0,Medium,2279
51428,0,28.0,Phone,3,6.0,Debit Card,Male,3.0,3,Fashion,1,Married,4,0,14.0,0.0,1.0,0.0,202,Stayed,Very close,25+ months,High,5,1,0.0004,0,Low,3521
51429,0,11.0,Computer,1,12.0,Credit Card,Female,3.0,5,Laptop & Accessory,1,Married,8,1,12.0,0.0,1.0,9.0,153,Stayed,Close,7–12 months,Moderate,1,1,0.1269,0,Medium,2638
51430,0,7.0,Phone,1,6.0,Credit Card,Male,3.0,3,Laptop & Accessory,4,Married,2,0,15.0,1.0,1.0,3.0,143,Stayed,Very close,7–12 months,Moderate,4,1,0.0493,0,Low,3123
51431,0,29.0,Phone,1,13.0,Debit Card,Male,2.0,5,Fashion,1,Single,5,0,11.0,0.0,1.0,2.0,173,Stayed,Close,25+ months,Moderate,5,1,0.0011,0,Low,3514
51432,0,0.0,Phone,3,15.6,Cash on Delivery,Male,3.0,3,Mobile Phone,5,Married,4,0,13.0,1.0,1.0,0.0,123,Stayed,Close,0–6 months,Moderate,5,1,0.9524,1,High,131
51433,0,10.19,Phone,1,15.0,Debit Card,Male,3.0,3,Mobile Phone,1,Married,4,0,23.0,1.0,1.0,3.0,121,Stayed,Close,7–12 months,Moderate,4,1,0.0776,0,Low,2942
51434,0,3.0,Phone,1,8.0,Debit Card,Male,4.0,4,Laptop & Accessory,1,Married,2,0,19.0,3.0,10.0,8.0,142,Stayed,Very close,0–6 months,Moderate,2,5,0.1152,0,Medium,2701
51435,1,9.0,Phone,3,15.0,Credit Card,Male,3.0,4,Fashion,1,Single,2,0,16.0,3.0,4.0,7.0,196,Churned,Close,7–12 months,Moderate,2,4,0.2171,0,Medium,2211
51436,0,13.0,Computer,1,6.0,Debit Card,Male,3.0,4,Grocery,4,Married,2,0,22.0,5.0,3.01,11.0,235,Stayed,Very close,13–24 months,High,1,4,0.0678,0,Low,3007
51437,0,24.0,Phone,3,27.0,E wallet,Male,3.0,3,Laptop & Accessory,1,Single,1,1,22.0,0.0,1.0,0.0,154,Stayed,Moderate,13–24 months,Moderate,5,1,0.0502,0,Low,3118
51438,0,3.0,Phone,3,10.0,Credit Card,Female,3.0,4,Laptop & Accessory,4,Married,2,1,12.0,2.0,2.0,7.0,152,Stayed,Very close,0–6 months,Moderate,2,2,0.4549,0,High,1369
51439,0,19.0,Computer,1,6.0,Credit Card,Male,2.0,4,Fashion,5,Married,3,1,13.0,4.0,9.0,5.0,207,Stayed,Very close,13–24 months,High,2,5,0.4282,0,Medium,1447
51440,0,5.0,Phone,3,12.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Single,2,0,16.0,5.0,5.0,7.0,150,Stayed,Close,0–6 months,Moderate,2,5,0.18,0,Medium,2373
51441,0,27.0,Phone,1,8.0,Cash on Delivery,Female,2.0,3,Fashion,3,Married,10,0,12.0,0.0,3.01,3.0,235,Stayed,Very close,25+ months,High,4,4,0.0009,0,Low,3516
51442,0,0.0,Phone,3,9.0,UPI,Female,2.0,3,Laptop & Accessory,3,Married,1,0,21.0,0.0,1.0,2.0,150,Stayed,Very close,0–6 months,Moderate,5,1,0.1389,0,Medium,2570
51443,0,1.0,Computer,3,10.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Married,2,0,15.0,0.0,1.0,4.0,142,Stayed,Very close,0–6 months,Moderate,3,1,0.315,0,Medium,1829
51444,0,30.0,Phone,3,16.0,Credit Card,Male,2.0,3,Grocery,3,Single,1,0,13.0,0.0,3.01,8.0,239,Stayed,Close,25+ months,High,2,4,0.0001,0,Low,3524
51445,0,10.19,Computer,1,29.0,CC,Male,3.0,3,Laptop & Accessory,4,Married,5,0,12.0,0.0,1.0,2.0,120,Stayed,Moderate,7–12 months,Moderate,5,1,0.3027,0,Medium,1871
51446,1,10.19,Phone,2,12.0,UPI,Male,3.0,3,Mobile Phone,5,Married,5,1,22.0,0.0,1.0,2.0,121,Churned,Close,7–12 months,Moderate,5,1,0.5987,1,High,1031
51447,0,5.0,Phone,1,6.0,Debit Card,Male,2.93,3,Mobile Phone,5,Single,2,0,13.0,0.0,1.0,0.0,130,Stayed,Very close,0–6 months,Moderate,5,1,0.4106,0,Medium,1503
51448,1,0.0,Computer,1,12.0,Debit Card,Female,2.93,4,Mobile Phone,1,Single,2,1,18.0,0.0,1.0,0.0,129,Churned,Close,0–6 months,Moderate,5,1,0.8935,1,High,300
51449,0,7.0,Phone,1,12.0,UPI,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,0.0,2.0,10.0,148,Stayed,Close,7–12 months,Moderate,1,2,0.0322,0,Low,3250
51450,0,10.0,Computer,1,8.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Married,6,0,14.0,1.0,1.0,0.0,152,Stayed,Very close,7–12 months,Moderate,5,1,0.0804,0,Low,2921
51451,0,30.0,Computer,2,8.0,UPI,Female,2.0,4,Others,1,Married,10,0,21.0,1.75,2.0,2.0,288,Stayed,Very close,25+ months,High,5,2,0.001,0,Low,3515
51452,0,23.0,Computer,1,6.0,Debit Card,Female,3.0,3,Others,4,Married,4,1,19.0,1.75,1.0,7.0,282,Stayed,Very close,13–24 months,High,2,1,0.0419,0,Low,3180
51453,1,0.0,Phone,3,11.0,E wallet,Male,2.0,4,Laptop & Accessory,3,Single,2,1,11.0,0.0,1.0,3.0,157,Churned,Close,0–6 months,Moderate,4,1,0.8807,1,High,335
51454,0,0.0,Phone,1,13.0,CC,Male,2.93,4,Mobile Phone,1,Married,2,0,11.0,0.0,2.0,1.0,129,Stayed,Close,0–6 months,Moderate,5,2,0.3706,0,Medium,1635
51455,0,0.0,Phone,1,21.0,CC,Female,2.93,3,Mobile Phone,1,Single,2,0,15.0,1.0,1.0,0.0,129,Stayed,Moderate,0–6 months,Moderate,5,1,0.4846,0,High,1291
51456,0,24.0,Computer,1,6.0,Credit Card,Female,1.0,4,Fashion,5,Single,4,0,20.0,4.0,12.0,8.0,175,Stayed,Very close,13–24 months,Moderate,2,5,0.0793,0,Low,2929
51457,1,0.0,Computer,1,13.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Single,2,1,24.0,1.0,1.0,6.0,161,Churned,Close,0–6 months,Moderate,2,1,0.748,1,High,676
51458,0,27.0,Computer,2,32.0,UPI,Female,1.0,1,Grocery,1,Single,3,1,12.0,1.75,4.0,4.0,273,Stayed,Far,25+ months,High,3,4,0.0006,0,Low,3519
51459,0,0.0,Phone,1,24.0,Debit Card,Male,2.93,3,Mobile Phone,3,Married,1,0,12.0,0.0,1.0,2.0,128,Stayed,Moderate,0–6 months,Moderate,5,1,0.5326,1,High,1184
51460,0,7.0,Phone,1,12.0,Debit Card,Female,2.0,4,Laptop & Accessory,4,Married,7,0,15.0,1.0,1.0,0.0,145,Stayed,Close,7–12 months,Moderate,5,1,0.2428,0,Medium,2097
51461,0,10.0,Phone,3,9.0,Debit Card,Male,2.0,3,Fashion,1,Single,3,0,12.0,0.0,1.0,3.0,174,Stayed,Very close,7–12 months,Moderate,4,1,0.2441,0,Medium,2092
51462,0,7.0,Phone,1,11.0,Credit Card,Female,2.0,4,Fashion,5,Single,3,0,12.0,2.0,5.0,4.54,216,Stayed,Close,7–12 months,High,3,5,0.399,0,Medium,1540
51463,0,9.0,Computer,3,17.0,Cash on Delivery,Female,3.0,3,Fashion,1,Married,1,0,14.0,0.0,2.0,8.0,197,Stayed,Close,7–12 months,Moderate,2,2,0.0918,0,Low,2850
51464,0,9.0,Phone,1,9.0,Debit Card,Female,2.93,3,Mobile Phone,1,Married,6,0,22.0,0.0,1.0,0.0,128,Stayed,Very close,7–12 months,Moderate,5,1,0.1102,0,Medium,2729
51465,0,16.0,Computer,3,32.0,Debit Card,Male,3.0,3,Grocery,1,Married,2,1,12.0,1.75,4.0,12.0,270,Stayed,Far,13–24 months,High,1,4,0.0873,0,Low,2878
51466,0,3.0,Computer,1,15.6,Debit Card,Male,3.0,5,Mobile Phone,3,Married,2,0,25.0,0.0,1.0,9.0,126,Stayed,Close,0–6 months,Moderate,1,1,0.3242,0,Medium,1798
51467,0,6.0,Computer,3,28.0,E wallet,Male,3.0,3,Laptop & Accessory,4,Married,1,0,13.0,0.0,1.0,7.0,161,Stayed,Moderate,0–6 months,Moderate,2,1,0.1641,0,Medium,2446
51468,1,19.0,Phone,1,20.0,Debit Card,Female,3.0,3,Mobile Phone,4,Married,10,1,18.0,3.0,4.0,3.0,150,Churned,Close,13–24 months,Moderate,4,4,0.5242,1,High,1203
51469,0,24.0,Phone,1,12.0,Debit Card,Male,2.0,3,Others,3,Single,8,0,15.71,8.0,15.0,15.0,295,Stayed,Close,13–24 months,High,1,5,0.1201,0,Medium,2673
51470,1,0.0,Phone,3,12.0,Debit Card,Male,3.0,5,Laptop & Accessory,3,Married,5,1,18.0,0.0,7.0,7.0,162,Churned,Close,0–6 months,Moderate,2,5,0.8499,1,High,413
51471,0,0.0,Phone,1,15.6,UPI,Female,2.0,4,Mobile Phone,4,Married,2,0,19.0,2.0,4.0,3.0,124,Stayed,Close,0–6 months,Moderate,4,4,0.5974,1,High,1035
51472,1,20.0,Phone,1,29.0,Credit Card,Female,3.0,3,Fashion,1,Married,2,0,12.0,7.0,15.0,6.0,203,Churned,Moderate,13–24 months,High,2,5,0.1125,0,Medium,2717
51473,1,10.19,Phone,3,28.0,E wallet,Male,2.0,3,Mobile Phone,3,Single,2,1,19.0,1.0,1.0,0.0,117,Churned,Moderate,7–12 months,Moderate,5,1,0.9363,1,High,178
51474,0,0.0,Phone,1,15.6,Cash on Delivery,Male,3.0,3,Mobile Phone,1,Married,1,0,14.0,2.0,2.0,1.0,125,Stayed,Close,0–6 months,Moderate,5,2,0.5738,1,High,1085
51475,0,22.0,Phone,1,26.0,Credit Card,Female,3.0,3,Laptop & Accessory,5,Married,2,0,14.0,5.0,5.0,11.0,166,Stayed,Moderate,13–24 months,Moderate,1,5,0.0029,0,Low,3496
51476,0,16.0,Computer,1,34.0,Credit Card,Female,3.0,1,Mobile Phone,3,Single,5,0,12.0,0.0,1.0,2.0,147,Stayed,Far,13–24 months,Moderate,5,1,0.1726,0,Medium,2411
51477,0,23.0,Computer,3,18.0,E wallet,Female,3.0,3,Fashion,1,Single,5,0,11.0,1.0,2.0,1.0,192,Stayed,Close,13–24 months,Moderate,5,2,0.098,0,Low,2809
51478,1,0.0,Phone,3,26.0,Debit Card,Female,3.0,5,Laptop & Accessory,3,Married,4,1,11.0,0.0,2.0,2.0,146,Churned,Moderate,0–6 months,Moderate,5,2,0.9369,1,High,176
51479,0,14.0,Phone,3,15.0,Debit Card,Male,3.0,3,Fashion,3,Married,4,1,13.0,0.0,1.0,7.0,182,Stayed,Close,13–24 months,Moderate,2,1,0.505,1,High,1247
51480,0,0.0,Phone,2,31.0,Debit Card,Female,2.93,3,Mobile Phone,3,Married,2,0,23.0,2.0,5.0,7.0,129,Stayed,Far,0–6 months,Moderate,2,5,0.5045,1,High,1249
51481,0,9.0,Phone,1,12.0,Credit Card,Male,2.0,3,Laptop & Accessory,4,Married,7,0,20.0,0.0,1.0,1.0,149,Stayed,Close,7–12 months,Moderate,5,1,0.0813,0,Low,2916
51482,1,14.0,Computer,1,14.0,Debit Card,Male,2.0,5,Fashion,1,Single,3,0,15.0,1.0,1.0,3.0,207,Churned,Close,13–24 months,High,4,1,0.3524,0,Medium,1700
51483,0,12.0,Phone,3,10.0,Debit Card,Female,2.0,4,Laptop & Accessory,3,Married,5,0,14.0,5.0,5.0,9.0,159,Stayed,Very close,7–12 months,Moderate,1,5,0.0492,0,Low,3124
51484,0,0.0,Phone,3,34.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,3,0,18.0,1.0,2.0,2.0,186,Stayed,Far,0–6 months,Moderate,5,2,0.4267,0,Medium,1452
51485,0,3.0,Phone,2,15.0,UPI,Male,2.0,3,Laptop & Accessory,1,Married,1,1,19.0,4.0,4.0,7.0,163,Stayed,Close,0–6 months,Moderate,2,4,0.1327,0,Medium,2604
51486,1,0.0,Phone,1,15.0,Credit Card,Female,2.0,3,Mobile Phone,5,Single,8,0,22.0,1.0,1.0,4.0,142,Churned,Close,0–6 months,Moderate,3,1,0.8281,1,High,467
