OrderNumber,ProductKey,CustomerKey,OrderDate,ShippingDate,DueDate,SalesAmount,Quantity,Price
SO56082,295,9790,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56082,205,9790,2013-04-12,2013-04-19,2013-04-24,24,1,24
SO56083,103,8887,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56083,269,8887,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56084,269,506,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56084,270,506,2013-04-12,2013-04-19,2013-04-24,54,1,54
SO56085,269,9128,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56086,268,8834,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56087,267,642,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56087,225,642,2013-04-12,2013-04-19,2013-04-24,50,1,50
SO56087,206,642,2013-04-12,2013-04-19,2013-04-24,24,1,24
SO56088,295,14063,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56088,103,14063,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56089,289,3400,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56090,289,3697,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56090,284,3697,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56090,238,3697,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56091,290,3144,2013-04-12,2013-04-19,2013-04-24,4,1,4
SO56091,287,3144,2013-04-12,2013-04-19,2013-04-24,33,1,33
SO56091,270,3144,2013-04-12,2013-04-19,2013-04-24,54,1,54
SO56092,269,17540,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56092,223,17540,2013-04-12,2013-04-19,2013-04-24,50,1,50
SO56093,295,13859,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56093,217,13859,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56094,290,15219,2013-04-12,2013-04-19,2013-04-24,4,1,4
SO56094,238,15219,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56095,288,18410,2013-04-12,2013-04-19,2013-04-24,29,1,29
SO56095,291,18410,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56095,238,18410,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56096,290,9963,2013-04-12,2013-04-19,2013-04-24,4,1,4
SO56096,238,9963,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56097,291,13694,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56097,238,13694,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56098,291,16337,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56098,288,16337,2013-04-12,2013-04-19,2013-04-24,29,1,29
SO56098,238,16337,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56099,284,785,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56099,289,785,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56099,215,785,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56100,284,688,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56101,66,5971,2013-04-12,2013-04-19,2013-04-24,1701,1,1701
SO56101,271,5971,2013-04-12,2013-04-19,2013-04-24,54,1,54
SO56102,65,5973,2013-04-12,2013-04-19,2013-04-24,1701,1,1701
SO56102,271,5973,2013-04-12,2013-04-19,2013-04-24,54,1,54
SO56103,71,9346,2013-04-12,2013-04-19,2013-04-24,2443,1,2443
SO56103,5,9346,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56103,295,9346,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56103,292,9346,2013-04-12,2013-04-19,2013-04-24,64,1,64
SO56104,18,2993,2013-04-12,2013-04-19,2013-04-24,769,1,769
SO56104,283,2993,2013-04-12,2013-04-19,2013-04-24,30,1,30
SO56104,238,2993,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56105,19,3099,2013-04-12,2013-04-19,2013-04-24,769,1,769
SO56105,111,3099,2013-04-12,2013-04-19,2013-04-24,22,1,22
SO56105,272,3099,2013-04-12,2013-04-19,2013-04-24,54,1,54
SO56106,29,1919,2013-04-12,2013-04-19,2013-04-24,2320,1,2320
SO56107,87,16860,2013-04-12,2013-04-19,2013-04-24,742,1,742
SO56107,217,16860,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56108,88,16883,2013-04-12,2013-04-19,2013-04-24,742,1,742
SO56108,5,16883,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56108,295,16883,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56108,217,16883,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56109,40,9997,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO56109,285,9997,2013-04-12,2013-04-19,2013-04-24,21,1,21
SO56109,238,9997,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56109,105,9997,2013-04-12,2013-04-19,2013-04-24,8,1,8
SO56110,101,17962,2013-04-12,2013-04-19,2013-04-24,2384,1,2384
SO56110,215,17962,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56110,223,17962,2013-04-12,2013-04-19,2013-04-24,50,1,50
SO56110,276,17962,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56111,75,8595,2013-04-12,2013-04-19,2013-04-24,2443,1,2443
SO56112,70,8596,2013-04-12,2013-04-19,2013-04-24,2443,1,2443
SO56112,5,8596,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56112,295,8596,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56112,215,8596,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56112,204,8596,2013-04-12,2013-04-19,2013-04-24,24,1,24
SO56113,27,1349,2013-04-12,2013-04-19,2013-04-24,2320,1,2320
SO56113,4,1349,2013-04-12,2013-04-19,2013-04-24,10,1,10
SO56113,295,1349,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56113,216,1349,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56113,271,1349,2013-04-12,2013-04-19,2013-04-24,54,1,54
SO56114,25,1671,2013-04-12,2013-04-19,2013-04-24,2295,1,2295
SO56114,111,1671,2013-04-12,2013-04-19,2013-04-24,22,1,22
SO56114,217,1671,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56115,84,13393,2013-04-12,2013-04-19,2013-04-24,742,1,742
SO56115,103,13393,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56116,88,17848,2013-04-12,2013-04-19,2013-04-24,742,1,742
SO56116,215,17848,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56117,94,14382,2013-04-12,2013-04-19,2013-04-24,1215,1,1215
SO56117,5,14382,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56117,295,14382,2013-04-12,2013-04-19,2013-04-24,5,1,5
SO56118,98,13808,2013-04-12,2013-04-19,2013-04-24,2384,1,2384
SO56118,215,13808,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56118,222,13808,2013-04-12,2013-04-19,2013-04-24,50,1,50
SO56119,38,11093,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO56119,285,11093,2013-04-12,2013-04-19,2013-04-24,21,1,21
SO56119,238,11093,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56120,41,14105,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO56120,215,14105,2013-04-12,2013-04-19,2013-04-24,35,1,35
SO56121,38,11055,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO56121,285,11055,2013-04-12,2013-04-19,2013-04-24,21,1,21
SO56121,238,11055,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56122,56,7618,2013-04-12,2013-04-19,2013-04-24,1120,1,1120
SO56122,286,7618,2013-04-12,2013-04-19,2013-04-24,25,1,25
SO56122,238,7618,2013-04-12,2013-04-19,2013-04-24,2,1,2
SO56123,39,10090,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO56123,285,10090,2013-04-12,2013-04-19,2013-04-24,21,1,21
SO56124,96,17713,2013-04-12,2013-04-19,2013-04-24,2384,1,2384
SO56124,5,17713,2013-04-12,2013-04-19,2013-04-24,9,1,9
SO56125,55,13913,2013-04-13,2013-04-20,2013-04-25,1120,1,1120
SO56126,27,616,2013-04-13,2013-04-20,2013-04-25,2320,1,2320
SO56126,111,616,2013-04-13,2013-04-20,2013-04-25,22,1,22
SO56126,4,616,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56126,295,616,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56127,26,1649,2013-04-13,2013-04-20,2013-04-25,2295,1,2295
SO56127,111,1649,2013-04-13,2013-04-20,2013-04-25,22,1,22
SO56127,276,1649,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56128,91,3071,2013-04-13,2013-04-20,2013-04-25,1215,1,1215
SO56128,215,3071,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56129,286,4796,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56129,290,4796,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56129,217,4796,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56129,206,4796,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56130,291,3687,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56130,221,3687,2013-04-13,2013-04-20,2013-04-25,55,1,55
SO56131,295,14013,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56131,4,14013,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56131,217,14013,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56131,206,14013,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56132,291,4213,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56133,64,250,2013-04-13,2013-04-20,2013-04-25,1701,1,1701
SO56133,223,250,2013-04-13,2013-04-20,2013-04-25,50,1,50
SO56133,103,250,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56134,67,14306,2013-04-13,2013-04-20,2013-04-25,1701,1,1701
SO56134,286,14306,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56135,103,671,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56135,273,671,2013-04-13,2013-04-20,2013-04-25,54,1,54
SO56136,290,82,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56136,272,82,2013-04-13,2013-04-20,2013-04-25,54,1,54
SO56136,103,82,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56137,290,14,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56137,215,14,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56138,291,16383,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56138,288,16383,2013-04-13,2013-04-20,2013-04-25,29,1,29
SO56138,238,16383,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56139,290,16219,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56139,238,16219,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56140,285,16024,2013-04-13,2013-04-20,2013-04-25,21,1,21
SO56140,290,16024,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56140,215,16024,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56141,289,14260,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56141,282,14260,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56141,238,14260,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56142,287,13452,2013-04-13,2013-04-20,2013-04-25,33,1,33
SO56142,290,13452,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56142,238,13452,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56143,287,13831,2013-04-13,2013-04-20,2013-04-25,33,1,33
SO56143,290,13831,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56143,216,13831,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56143,206,13831,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56144,287,13992,2013-04-13,2013-04-20,2013-04-25,33,1,33
SO56144,238,13992,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56145,287,13814,2013-04-13,2013-04-20,2013-04-25,33,1,33
SO56145,290,13814,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56145,215,13814,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56146,282,15543,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56146,238,15543,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56147,282,332,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56147,238,332,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56148,282,13929,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56148,238,13929,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56149,283,11123,2013-04-13,2013-04-20,2013-04-25,30,1,30
SO56149,289,11123,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56149,204,11123,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56149,217,11123,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56150,283,1965,2013-04-13,2013-04-20,2013-04-25,30,1,30
SO56151,4,9677,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56151,295,9677,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56152,295,7547,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56152,204,7547,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56153,295,6034,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56153,206,6034,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56154,295,13490,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56155,294,8642,2013-04-13,2013-04-20,2013-04-25,64,1,64
SO56155,295,8642,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56156,295,13764,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56157,111,2900,2013-04-13,2013-04-20,2013-04-25,22,1,22
SO56158,111,9300,2013-04-13,2013-04-20,2013-04-25,22,1,22
SO56158,215,9300,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56159,289,5056,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56159,111,5056,2013-04-13,2013-04-20,2013-04-25,22,1,22
SO56159,4,5056,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56159,204,5056,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56159,295,5056,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56160,111,7187,2013-04-13,2013-04-20,2013-04-25,22,1,22
SO56160,293,7187,2013-04-13,2013-04-20,2013-04-25,64,1,64
SO56161,103,3546,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56161,267,3546,2013-04-13,2013-04-20,2013-04-25,70,1,70
SO56162,287,3530,2013-04-13,2013-04-20,2013-04-25,33,1,33
SO56162,290,3530,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56162,278,3530,2013-04-13,2013-04-20,2013-04-25,159,1,159
SO56163,287,2815,2013-04-13,2013-04-20,2013-04-25,33,1,33
SO56163,225,2815,2013-04-13,2013-04-20,2013-04-25,50,1,50
SO56163,205,2815,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56164,290,8922,2013-04-13,2013-04-20,2013-04-25,4,1,4
SO56164,286,8922,2013-04-13,2013-04-20,2013-04-25,25,1,25
SO56164,216,8922,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56165,288,11699,2013-04-13,2013-04-20,2013-04-25,29,1,29
SO56165,291,11699,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56165,216,11699,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56166,291,13110,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56167,289,808,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56167,284,808,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56167,206,808,2013-04-13,2013-04-20,2013-04-25,24,1,24
SO56167,217,808,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56168,289,2861,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56168,284,2861,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56169,284,745,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56169,238,745,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56170,289,1534,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56170,284,1534,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56170,278,1534,2013-04-13,2013-04-20,2013-04-25,159,1,159
SO56171,4,3197,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56171,295,3197,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56171,273,3197,2013-04-13,2013-04-20,2013-04-25,54,1,54
SO56172,5,400,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56172,295,400,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56173,11,8129,2013-04-13,2013-04-20,2013-04-25,565,1,565
SO56173,4,8129,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56173,295,8129,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56173,221,8129,2013-04-13,2013-04-20,2013-04-25,55,1,55
SO56173,105,8129,2013-04-13,2013-04-20,2013-04-25,8,1,8
SO56174,25,2329,2013-04-13,2013-04-20,2013-04-25,2295,1,2295
SO56174,4,2329,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56174,295,2329,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56175,27,1943,2013-04-13,2013-04-20,2013-04-25,2320,1,2320
SO56176,28,542,2013-04-13,2013-04-20,2013-04-25,2320,1,2320
SO56176,284,542,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56176,289,542,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56176,216,542,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56177,29,1708,2013-04-13,2013-04-20,2013-04-25,2320,1,2320
SO56177,4,1708,2013-04-13,2013-04-20,2013-04-25,10,1,10
SO56177,295,1708,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56177,215,1708,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56178,93,6985,2013-04-13,2013-04-20,2013-04-25,1215,1,1215
SO56178,215,6985,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56179,98,18115,2013-04-13,2013-04-20,2013-04-25,2384,1,2384
SO56180,95,18116,2013-04-13,2013-04-20,2013-04-25,2384,1,2384
SO56180,295,18116,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56180,5,18116,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56180,103,18116,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56181,276,18184,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56181,96,18184,2013-04-13,2013-04-20,2013-04-25,2384,1,2384
SO56182,39,11876,2013-04-13,2013-04-20,2013-04-25,540,1,540
SO56182,295,11876,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56182,5,11876,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56182,238,11876,2013-04-13,2013-04-20,2013-04-25,2,1,2
SO56183,41,11083,2013-04-13,2013-04-20,2013-04-25,540,1,540
SO56183,217,11083,2013-04-13,2013-04-20,2013-04-25,35,1,35
SO56184,38,11046,2013-04-13,2013-04-20,2013-04-25,540,1,540
SO56184,5,11046,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56184,295,11046,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56184,105,11046,2013-04-13,2013-04-20,2013-04-25,8,1,8
SO56185,57,7581,2013-04-13,2013-04-20,2013-04-25,1120,1,1120
SO56185,224,7581,2013-04-13,2013-04-20,2013-04-25,50,1,50
SO56186,102,4118,2013-04-13,2013-04-20,2013-04-25,2384,1,2384
SO56186,295,4118,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56186,5,4118,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56187,88,2974,2013-04-13,2013-04-20,2013-04-25,742,1,742
SO56187,5,2974,2013-04-13,2013-04-20,2013-04-25,9,1,9
SO56187,295,2974,2013-04-13,2013-04-20,2013-04-25,5,1,5
SO56187,105,2974,2013-04-13,2013-04-20,2013-04-25,8,1,8
SO56188,29,1646,2013-04-14,2013-04-21,2013-04-26,2320,1,2320
SO56188,284,1646,2013-04-14,2013-04-21,2013-04-26,35,1,35
SO56188,238,1646,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56189,285,8588,2013-04-14,2013-04-21,2013-04-26,21,1,21
SO56190,289,10284,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56190,111,10284,2013-04-14,2013-04-21,2013-04-26,22,1,22
SO56190,217,10284,2013-04-14,2013-04-21,2013-04-26,35,1,35
SO56190,271,10284,2013-04-14,2013-04-21,2013-04-26,54,1,54
SO56190,103,10284,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56191,103,3100,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56191,291,3100,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56192,268,16361,2013-04-14,2013-04-21,2013-04-26,70,1,70
SO56193,71,9174,2013-04-14,2013-04-21,2013-04-26,2443,1,2443
SO56193,290,9174,2013-04-14,2013-04-21,2013-04-26,4,1,4
SO56193,287,9174,2013-04-14,2013-04-21,2013-04-26,33,1,33
SO56193,238,9174,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56194,290,18106,2013-04-14,2013-04-21,2013-04-26,4,1,4
SO56194,238,18106,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56195,290,196,2013-04-14,2013-04-21,2013-04-26,4,1,4
SO56195,238,196,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56196,291,16211,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56196,238,16211,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56197,291,278,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56197,238,278,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56197,105,278,2013-04-14,2013-04-21,2013-04-26,8,1,8
SO56198,283,12698,2013-04-14,2013-04-21,2013-04-26,30,1,30
SO56198,289,12698,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56198,216,12698,2013-04-14,2013-04-21,2013-04-26,35,1,35
SO56199,287,3724,2013-04-14,2013-04-21,2013-04-26,33,1,33
SO56200,283,11216,2013-04-14,2013-04-21,2013-04-26,30,1,30
SO56200,295,11216,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56200,216,11216,2013-04-14,2013-04-21,2013-04-26,35,1,35
SO56200,276,11216,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56201,269,7676,2013-04-14,2013-04-21,2013-04-26,70,1,70
SO56201,276,7676,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56201,224,7676,2013-04-14,2013-04-21,2013-04-26,50,1,50
SO56202,295,14348,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56202,221,14348,2013-04-14,2013-04-21,2013-04-26,55,1,55
SO56203,295,6171,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56203,276,6171,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56204,289,4386,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56204,238,4386,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56205,289,3904,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56205,111,3904,2013-04-14,2013-04-21,2013-04-26,22,1,22
SO56205,215,3904,2013-04-14,2013-04-21,2013-04-26,35,1,35
SO56206,111,3829,2013-04-14,2013-04-21,2013-04-26,22,1,22
SO56206,272,3829,2013-04-14,2013-04-21,2013-04-26,54,1,54
SO56207,282,6896,2013-04-14,2013-04-21,2013-04-26,25,1,25
SO56207,289,6896,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56208,286,8329,2013-04-14,2013-04-21,2013-04-26,25,1,25
SO56208,238,8329,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56209,285,15890,2013-04-14,2013-04-21,2013-04-26,21,1,21
SO56209,103,15890,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56210,291,6880,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56210,225,6880,2013-04-14,2013-04-21,2013-04-26,50,1,50
SO56211,111,2228,2013-04-14,2013-04-21,2013-04-26,22,1,22
SO56211,222,2228,2013-04-14,2013-04-21,2013-04-26,50,1,50
SO56212,10,10769,2013-04-14,2013-04-21,2013-04-26,540,1,540
SO56213,12,4866,2013-04-14,2013-04-21,2013-04-26,565,1,565
SO56213,4,4866,2013-04-14,2013-04-21,2013-04-26,10,1,10
SO56213,295,4866,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56213,273,4866,2013-04-14,2013-04-21,2013-04-26,54,1,54
SO56214,28,2190,2013-04-14,2013-04-21,2013-04-26,2320,1,2320
SO56214,238,2190,2013-04-14,2013-04-21,2013-04-26,2,1,2
SO56215,99,18294,2013-04-14,2013-04-21,2013-04-26,2384,1,2384
SO56216,69,8557,2013-04-14,2013-04-21,2013-04-26,2443,1,2443
SO56216,295,8557,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56216,5,8557,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56217,84,15345,2013-04-14,2013-04-21,2013-04-26,742,1,742
SO56218,25,1341,2013-04-14,2013-04-21,2013-04-26,2295,1,2295
SO56218,295,1341,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56218,103,1341,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56218,4,1341,2013-04-14,2013-04-21,2013-04-26,10,1,10
SO56219,101,13349,2013-04-14,2013-04-21,2013-04-26,2384,1,2384
SO56219,217,13349,2013-04-14,2013-04-21,2013-04-26,35,1,35
SO56219,205,13349,2013-04-14,2013-04-21,2013-04-26,24,1,24
SO56220,103,13820,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56220,96,13820,2013-04-14,2013-04-21,2013-04-26,2384,1,2384
SO56221,39,11880,2013-04-14,2013-04-21,2013-04-26,540,1,540
SO56221,295,11880,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56221,103,11880,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56221,5,11880,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56222,41,11089,2013-04-14,2013-04-21,2013-04-26,540,1,540
SO56222,103,11089,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56222,285,11089,2013-04-14,2013-04-21,2013-04-26,21,1,21
SO56223,54,12761,2013-04-14,2013-04-21,2013-04-26,1120,1,1120
SO56223,273,12761,2013-04-14,2013-04-21,2013-04-26,54,1,54
SO56223,103,12761,2013-04-14,2013-04-21,2013-04-26,9,1,9
SO56224,100,13154,2013-04-14,2013-04-21,2013-04-26,2384,1,2384
SO56224,291,13154,2013-04-14,2013-04-21,2013-04-26,5,1,5
SO56224,288,13154,2013-04-14,2013-04-21,2013-04-26,29,1,29
SO56225,29,1659,2013-04-15,2013-04-22,2013-04-27,2320,1,2320
SO56225,103,1659,2013-04-15,2013-04-22,2013-04-27,9,1,9
SO56225,215,1659,2013-04-15,2013-04-22,2013-04-27,35,1,35
SO56226,25,1133,2013-04-15,2013-04-22,2013-04-27,2295,1,2295
SO56227,28,617,2013-04-15,2013-04-22,2013-04-27,2320,1,2320
SO56227,4,617,2013-04-15,2013-04-22,2013-04-27,10,1,10
SO56227,295,617,2013-04-15,2013-04-22,2013-04-27,5,1,5
SO56227,271,617,2013-04-15,2013-04-22,2013-04-27,54,1,54
SO56227,103,617,2013-04-15,2013-04-22,2013-04-27,9,1,9
SO56228,105,1186,2013-04-15,2013-04-22,2013-04-27,8,1,8
SO56229,289,6290,2013-04-15,2013-04-22,2013-04-27,5,1,5
SO56229,283,6290,2013-04-15,2013-04-22,2013-04-27,30,1,30
SO56229,276,6290,2013-04-15,2013-04-22,2013-04-27,9,1,9
