SellerID,OrderN,LateRate,AvgFreight,AvgLeadTime,CustomerStateN,City,State,RiskBand,RecommendedAction,RiskRank
29fe9f200d3fa0c668d2aa1ec7e08dfb,5,0.0,22.83,10.6,5,balneario camboriu,SC,Low volume,Watch — below volume gate,0
2a1348e9addc1af5aaa619b1a3679d6b,48,0.2708,17.12,27.3,12,belo horizonte,MG,High,Intervene — high late rate,4
2a167ca73899c85001a837d8fb4962f6,2,0.0,50.31,6.5,2,sao paulo,SP,Low volume,Watch — below volume gate,0
2a261b5b644fa05f4f2700eb93544f2c,47,0.1702,39.52,14.5,11,porto ferreira,SP,Medium,Review — rising late rate,23
2a50b7ee5aebecc6fd0ff9784a4747d6,1,1.0,64.44,40.0,1,brasilia,DF,Low volume,Watch — below volume gate,0
2a5b78b41cd05baeac8df54c6606b92c,46,0.0217,22.67,9.0,7,formiga,MG,Low,Maintain — on-time seller,527
2a61c271b1ac763450d846849783e922,17,0.1765,28.37,18.5,11,santo andre,SP,Low volume,Watch — below volume gate,0
2a6fbeaa7ab9e5d59a35841a8da71ce4,29,0.069,22.45,14.7,9,jaragua do sul,SC,Low volume,Watch — below volume gate,0
2a73cba571d90c694b7caca072ccf6ce,1,0.0,38.7,21.0,1,sao caetano do sul,SP,Low volume,Watch — below volume gate,0
2a7c6c0b0d5efde2bf75ec1e1cec2d41,3,0.0,14.81,10.3,3,maringa,PR,Low volume,Watch — below volume gate,0
2a7dc43cecabf23403078e2188437d1d,52,0.0577,16.6,13.0,14,sao paulo,SP,Low,Maintain — on-time seller,292
2a84855fd20af891be03bc5924d2b453,153,0.0261,21.2,8.6,18,belo horizonte,MG,Low,Maintain — on-time seller,501
2aa3443d7bf9d9bb11133f420d75e083,10,0.2,13.41,10.5,6,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
2aafae69bf4c41fbd94053d9413e87ee,2,0.0,20.7,9.0,2,porto alegre,RS,Low volume,Watch — below volume gate,0
2addf05f476d0637864454e93ba673d5,12,0.0,27.14,10.4,6,brasilia,DF,Low volume,Watch — below volume gate,0
2b03ac196f5ed62ac483960fe0fa3b65,7,0.1429,13.16,12.7,5,sao paulo,SP,Low volume,Watch — below volume gate,0
2b1a40c1daabc6ca280c4b815c101841,22,0.0455,83.32,13.4,8,divinopolis,MG,Low volume,Watch — below volume gate,0
2b2fed75b8e5ea3a052fc4c0825da485,3,0.0,19.98,5.7,3,juiz de fora,MG,Low volume,Watch — below volume gate,0
2b3b9ce054da76a7428df143a567b156,5,0.0,26.28,8.0,4,sao paulo,SP,Low volume,Watch — below volume gate,0
2b3e4a2a3ea8e01938cabda2a3e5cc79,51,0.0,17.76,8.7,16,sao paulo,SP,Low,Maintain — on-time seller,592
2b402d5dc42554061f8ea98d1916f148,1,0.0,63.9,6.0,1,irece,BA,Low volume,Watch — below volume gate,0
2b5ed0c9139dae8883a200dfcb272ece,4,0.25,14.84,16.8,2,sao paulo,SP,Low volume,Watch — below volume gate,0
2ba91c7ad80ff88b23b7db823b43c233,6,0.1667,16.66,18.8,4,itu,SP,Low volume,Watch — below volume gate,0
2bd05d410a8fd26dc4184a15f4f2f588,6,0.0,33.09,10.2,5,belo horizonte,MG,Low volume,Watch — below volume gate,0
2bdb95a56a36ebbc6640337ac5eac174,1,0.0,18.0,6.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
2be17df1c49978426251562096c3cc09,15,0.0667,18.03,12.3,7,tubarao,SC,Low volume,Watch — below volume gate,0
2bf28e311bba65237358230cabac3f15,7,0.2857,26.27,11.4,5,londrina,PR,Low volume,Watch — below volume gate,0
2bf6a2c1e71bbd29a4ad64e6d3c3629f,30,0.0667,33.35,13.6,11,nova friburgo,RJ,Low,Maintain — on-time seller,253
2c00c85d30361cd2ced2969cffbbffa3,1,0.0,7.71,2.0,1,belo horizonte,MG,Low volume,Watch — below volume gate,0
2c2c9832d1bb38c5b0034a3b47d313ee,1,0.0,18.45,12.0,1,santa maria,RS,Low volume,Watch — below volume gate,0
2c3d56f92f360fb89d849b84e8f50eae,7,0.1429,15.97,13.6,4,barueri,SP,Low volume,Watch — below volume gate,0
2c43fb513632d29b3b58df74816f1b06,3,0.0,24.06,4.7,2,belo horizonte,MG,Low volume,Watch — below volume gate,0
2c4c47cb51acd5ea5db5e0ae0e26542a,12,0.0,28.92,10.7,4,buritama,SP,Low volume,Watch — below volume gate,0
2c538755f1ca9540af144f266e70df6c,1,0.0,24.92,6.0,1,castro pires,MG,Low volume,Watch — below volume gate,0
2c54051840f19eca309a5423cf22df36,2,0.0,14.28,8.5,2,curitiba,PR,Low volume,Watch — below volume gate,0
2c9005d8043aff18b8557ffb7b13cda4,1,0.0,19.74,8.0,1,cachoeiro de itapemirim,ES,Low volume,Watch — below volume gate,0
2c9e548be18521d1c43cde1c582c6de8,124,0.1532,19.99,13.6,12,mogi das cruzes,SP,Medium,Review — rising late rate,37
2cb4700db635baa1c0d4f90ed27b6669,2,0.0,14.46,16.5,2,curitiba,PR,Low volume,Watch — below volume gate,0
2cb6eb1b7185064167657fa09f541105,6,0.0,27.46,8.2,4,sabara,MG,Low volume,Watch — below volume gate,0
2cb98e27ce1c18abdb42209b34c382a7,1,0.0,57.21,19.0,1,ribeirao preto,SP,Low volume,Watch — below volume gate,0
2d20f1cd18725c91147da0791d498022,1,0.0,19.89,10.0,1,londrina,PR,Low volume,Watch — below volume gate,0
2d22fc3089eb907b29ebff50581fb472,3,0.0,19.9,9.7,3,macae,RJ,Low volume,Watch — below volume gate,0
2d2322d842118867781fc737e96d59a1,8,0.125,13.12,8.0,2,sao paulo,SP,Low volume,Watch — below volume gate,0
2d2c62bef4c8ba0dd74e0e228e808539,16,0.125,30.09,10.2,5,ribeirao preto,SP,Low volume,Watch — below volume gate,0
2d34636518ba88f5349b732fcf8ba2e4,1,0.0,18.63,11.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
2d378dbb39815785238c0139c7647fb7,2,0.0,150.22,19.5,2,sao francisco do sul,SC,Low volume,Watch — below volume gate,0
2d42ebcda99fd55f6f4bc2f1ca035d50,10,0.0,28.25,9.5,5,uruacu,GO,Low volume,Watch — below volume gate,0
2d50d6282f8aa2257819a77bfaa0efe0,42,0.0952,21.71,13.6,9,ibitinga,SP,Low,Maintain — on-time seller,140
2d518637f53161b973e01f56ea4bb88e,13,0.0,24.6,13.5,11,sao paulo,SP,Low volume,Watch — below volume gate,0
2d8cfba3fcd3170555941605edaa196a,1,0.0,10.96,5.0,1,osasco,SP,Low volume,Watch — below volume gate,0
2d9e8987a2ea5cf88dce330249043ff1,2,0.0,52.18,8.5,1,jaci,SP,Low volume,Watch — below volume gate,0
2dcf93836ae3ce0d7c93e2f10876467a,9,0.2222,21.34,6.6,4,sao jose dos campos,SP,Low volume,Watch — below volume gate,0
2dd1fb6f0e42a2243b8a01e40cd41216,3,0.0,26.81,13.7,3,curitiba,PR,Low volume,Watch — below volume gate,0
2dee2ce60de9709b1a24083217181a1f,54,0.0185,38.15,14.1,15,sinop,MT,Low,Maintain — on-time seller,543
2e0dba2da448400b1c11d7b4b22f32a4,7,0.0,24.55,9.0,4,santo andre,SP,Low volume,Watch — below volume gate,0
2e13c71026e1a39ba5cc1b86dcb679aa,24,0.0417,22.25,10.6,11,sao paulo,SP,Low volume,Watch — below volume gate,0
2e1a7d075abe038c1b2743005fe42ff1,17,0.1765,17.91,12.2,6,sao paulo,SP,Low volume,Watch — below volume gate,0
2e1c9f22be269ef4643f826c9e650a52,160,0.0625,14.62,9.8,18,sao paulo,SP,Low,Maintain — on-time seller,276
2e2f44824ab87a0cb961f68bf4073e7f,1,0.0,17.93,11.0,1,curitiba,PR,Low volume,Watch — below volume gate,0
2e3be8a987a30d7544dbbda6861cc14e,14,0.0714,19.86,14.5,7,belo horizonte,MG,Low volume,Watch — below volume gate,0
2e7ea2aafec5835e781b21d6d1faf1f1,7,0.1429,16.89,7.1,3,sao paulo,SP,Low volume,Watch — below volume gate,0
2e90cb1677d35cfe24eef47d441b7c87,126,0.127,22.88,12.5,18,sao paulo,SP,Medium,Review — rising late rate,66
2ea0861cc19e94cad86438c984c52da4,6,0.0,10.59,5.2,2,sao paulo,SP,Low volume,Watch — below volume gate,0
2eb70248d66e0e3ef83659f71b244378,185,0.1135,16.23,18.1,21,campinas,SP,Medium,Review — rising late rate,94
2ec6e37d992a95eaddb3369dcbcc76d9,1,0.0,17.13,12.0,1,porto alegre,RS,Low volume,Watch — below volume gate,0
2ee0a0689f2f6a72f35a7cb6033f6e7e,4,0.0,13.21,9.8,2,presidente prudente,SP,Low volume,Watch — below volume gate,0
2eeb6531ee027a48d401e72bebdd87d3,3,0.0,13.33,12.3,3,sao jose dos campos,SP,Low volume,Watch — below volume gate,0
2ef086a599b597572aca4433b7ed6b3d,1,0.0,15.1,11.0,1,jaragua do sul,SC,Low volume,Watch — below volume gate,0
2f09f7d37a97956d11cc1a7cadd5262b,7,0.1429,22.05,12.9,3,ribeirao preto,SP,Low volume,Watch — below volume gate,0
2f1e7b90e01d9f086cbcb301c0c3d406,1,0.0,12.66,8.0,1,blumenau,SC,Low volume,Watch — below volume gate,0
2f3d8b4c9e2ee165075331fea3f3095a,1,0.0,17.35,12.0,1,sao jose,SC,Low volume,Watch — below volume gate,0
2f4b0d3b9634b647d4edee577d7ebb7e,10,0.0,8.44,6.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
2f4b9d112bfa44a214bc6cef085d17c8,5,0.0,23.85,14.8,4,afonso claudio,ES,Low volume,Watch — below volume gate,0
2f73e04d12cdf0c945ded66bb3fcf6c7,3,0.0,33.95,14.0,1,cachoeiro de itapemirim,ES,Low volume,Watch — below volume gate,0
2f74af7a0ee5636f12c2336f9fffed47,13,0.0,12.6,9.7,6,sao paulo,SP,Low volume,Watch — below volume gate,0
2f9b7ce230a057a98a9f5df5893ee36c,2,0.0,15.02,10.5,2,barueri,SP,Low volume,Watch — below volume gate,0
2fa13c8bd5705d279f7ed5cc9ec61c68,2,0.0,30.65,4.5,2,sao paulo,SP,Low volume,Watch — below volume gate,0
2fb25ab44bdbeae6a4d816e0d0c9d500,5,0.0,15.64,8.4,3,volta redonda,RJ,Low volume,Watch — below volume gate,0
2fdde51ad3e12f297da656d4fbd5d0b5,9,0.0,61.32,15.3,5,joinville,SC,Low volume,Watch — below volume gate,0
2ff6b7bff164ef05590a52734e1296da,7,0.0,21.65,11.7,3,londrina,PR,Low volume,Watch — below volume gate,0
2ff97219cb8622eaf3cd89b7d9c09824,86,0.0349,15.87,8.9,14,salto,SP,Low,Maintain — on-time seller,435
3076499bbc033a927bf4a8a41bcf7fd4,6,0.0,19.96,8.2,3,auriflama,SP,Low volume,Watch — below volume gate,0
3078096983cf766a32a06257648502d1,56,0.0357,24.47,11.9,12,scao jose do rio pardo,SP,Low,Maintain — on-time seller,428
30829ded4523ab9224b93bc49a62c95f,18,0.0556,35.44,12.1,8,parai,RS,Low volume,Watch — below volume gate,0
3092c0b297aacfb4bb6e056ebe13b9b8,14,0.0,20.6,14.4,9,aruja,SP,Low volume,Watch — below volume gate,0
30a2f535bb48308f991d0b9ad4a8c4bb,68,0.0294,15.87,8.3,11,santa barbara d'oeste,SP,Low,Maintain — on-time seller,479
30a81d8cf85fb2ada1b1b094c9583a95,17,0.0,9.89,4.2,2,sao paulo,SP,Low volume,Watch — below volume gate,0
30c7f28fd3a5897b2c82d152bb760c17,6,0.1667,51.85,20.3,3,niteroi,RJ,Low volume,Watch — below volume gate,0
312ba1d77e9c332ef21f9598b7f64cd7,7,0.5714,14.63,25.6,4,guarulhos,SP,Low volume,Watch — below volume gate,0
31344c16881c08a8a72c6d2eb29918c1,42,0.0476,53.79,15.7,10,uba,MG,Low,Maintain — on-time seller,360
31561f325664a8a7aba4c8d0c3a9b3db,36,0.0,17.49,7.3,11,sao paulo,SP,Low,Maintain — on-time seller,604
318f287a62ab7ac10b703ac37435a231,51,0.098,21.51,11.5,10,sao paulo,SP,Low,Maintain — on-time seller,131
31ae0774c17fabd06ff707cc5bde005f,11,0.0909,77.35,11.6,6,americana,SP,Low volume,Watch — below volume gate,0
31be790e64fc99f8ff48ec2bd18a3104,6,0.3333,12.05,6.5,1,sao bernardo do campo,SP,Low volume,Watch — below volume gate,0
31da954dc0855f2495c6310f70a2f931,28,0.0714,15.45,8.2,7,araras,SP,Low volume,Watch — below volume gate,0
31e60bf8d103ce47932a85f5562deb16,1,0.0,58.04,15.0,1,goiania,GO,Low volume,Watch — below volume gate,0
31eec405c9bb71dec8e2629a92e764fa,5,0.0,34.05,8.6,4,cachoeiro de itapemirim,ES,Low volume,Watch — below volume gate,0
323ce52b5b81df2cd804b017b7f09aa7,29,0.1379,13.56,17.0,9,sao paulo,SP,Low volume,Watch — below volume gate,0
324583d68897f5ddbaf38f6248322176,2,0.5,28.89,21.0,1,sao jose do rio preto,SP,Low volume,Watch — below volume gate,0
325f3178fb58e2a9778334621eecdbf9,35,0.0,14.62,6.4,7,taboao da serra,SP,Low,Maintain — on-time seller,607
327b89b872c14d1c0be7235ef4871685,3,0.3333,27.27,48.0,3,manaus,AM,Low volume,Watch — below volume gate,0
3289d8c3eef4873f91ce0b1343c0dd58,1,0.0,19.28,14.0,1,praia grande,SP,Low volume,Watch — below volume gate,0
328acb143b4a73aad6bee8e734f5d20d,2,0.0,17.38,12.0,2,foz do iguacu,PR,Low volume,Watch — below volume gate,0
3296662b1331dea51e744505065ae889,1,0.0,27.71,3.0,1,catanduva,SP,Low volume,Watch — below volume gate,0
32b8764b4ef628b53608fc34011fcc13,35,0.0286,83.13,11.3,9,lages,SC,Low,Maintain — on-time seller,486
32e5635e63cb374eb63afdd242fb6134,1,0.0,17.82,8.0,1,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
32f1bb9dfa65bc7df5c0d9d95a616be4,4,0.25,12.08,6.2,2,sao paulo,SP,Low volume,Watch — below volume gate,0
32f83ffe11cd40f7adcf4eef171f52d9,1,0.0,15.1,11.0,1,uruguaiana,RS,Low volume,Watch — below volume gate,0
32fdd5d44ecb43dfd6a24b9369eca144,8,0.0,17.34,16.1,6,carmo do cajuru,MG,Low volume,Watch — below volume gate,0
333c4210e76a1aa2ab817b99437e3ff1,2,0.0,33.72,7.0,2,vargem grande do sul,SP,Low volume,Watch — below volume gate,0
3340ef1913fb70d28420f6ceb685c339,30,0.0333,23.63,17.0,11,maringa,PR,Low,Maintain — on-time seller,446
334cab711dee080b079fa5779b584783,11,0.0,32.91,8.0,5,santo andre,SP,Low volume,Watch — below volume gate,0
33576ec5412fb5905d876f12f33bfde6,31,0.0323,18.39,14.7,13,curitiba,PR,Low,Maintain — on-time seller,457
3361277dc30b7cccdb0c286b24219756,29,0.069,21.93,13.3,6,maringa,PR,Low volume,Watch — below volume gate,0
3364a91ec4d56c98e44174de954b94f6,5,0.0,51.72,17.0,4,porto velho,RO,Low volume,Watch — below volume gate,0
33a17d60c64393351ebf1ef860f4e0f2,42,0.0238,30.46,10.6,8,porto alegre,RS,Low,Maintain — on-time seller,514
33a6f4b1e7cdc205511e76ba1b6e0186,102,0.0196,17.96,8.5,12,guarulhos,SP,Low,Maintain — on-time seller,538
33ab10be054370c254ddfcf0a6253422,4,0.0,13.08,5.8,4,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
33ac3e28642ab8bda860a2f693000e78,34,0.0,14.78,8.7,10,cotia,SP,Low,Maintain — on-time seller,611
33c51922b6e3c16b24a8f28e5833c99d,18,0.0556,20.44,14.6,5,londrina,PR,Low volume,Watch — below volume gate,0
33cbbec1e7e1044aaf11d152172c776f,15,0.0,26.59,8.5,7,bento goncalves,RS,Low volume,Watch — below volume gate,0
33cbda8716511e27e556dff9d8418bf2,5,0.0,21.63,12.8,3,blumenau,SC,Low volume,Watch — below volume gate,0
33d677f27a69b84051204ee4ae76eaca,9,0.0,19.28,8.8,4,joinville,SC,Low volume,Watch — below volume gate,0
33dd941c27854f7625b968cc6195a552,5,0.0,76.18,11.4,4,vila velha,ES,Low volume,Watch — below volume gate,0
33fd411ed63a7c2f9005e3f065d9f85d,1,0.0,18.23,8.0,1,condor,RS,Low volume,Watch — below volume gate,0
34056b8b55c1775a22af2331670a799c,77,0.1169,22.75,12.8,17,penapolis,SP,Medium,Review — rising late rate,85
340636a908b13bbe0f4fb63fbe1d0c03,3,0.0,12.0,7.7,2,sao jose dos campos,SP,Low volume,Watch — below volume gate,0
343e716476e3748b069f980efbaa294e,16,0.0625,18.94,12.9,6,campinas,SP,Low volume,Watch — below volume gate,0
3442033154be05bac582e173ef54fd12,1,0.0,8.39,4.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
344223b2a90784f64136a8a5da012e7f,1,0.0,16.79,33.0,1,gaspar,SC,Low volume,Watch — below volume gate,0
3442f8959a84dea7ee197c632cb2df15,2,0.5,12.74,18.5,2,campinas,SP,Low volume,Watch — below volume gate,0
34675b28b826facfde119785bf287dc1,1,0.0,15.1,6.0,1,cascavael,PR,Low volume,Watch — below volume gate,0
3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,0.0,31.18,10.2,4,capivari,SP,Low volume,Watch — below volume gate,0
3492e68f37fd1df87f4f2f2ea247f445,8,0.0,21.18,9.4,4,salto,SP,Low volume,Watch — below volume gate,0
34a557286ead8fe75c989e0afcf7d98c,4,0.0,14.64,8.0,2,franca,SP,Low volume,Watch — below volume gate,0
34d1ca11b242c0fee2c834ae8d788566,40,0.0,24.55,13.2,15,congonhas,MG,Low,Maintain — on-time seller,601
34f563c82a85b99ae9e6d60db5fc2e28,8,0.0,43.19,10.8,6,campo bom,RS,Low volume,Watch — below volume gate,0
3504c0cb71d7fa48d967e0e4c94d59d9,52,0.0,11.92,7.3,9,maua,SP,Low,Maintain — on-time seller,591
35281d148dcf7134bae913c57db4e6da,1,0.0,17.03,6.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
353e21e8bf8de2722b4fae1636664b76,3,0.0,17.61,10.3,2,canoas,RS,Low volume,Watch — below volume gate,0
35857757f553273b1056c1cabdace7fb,6,0.1667,19.79,18.0,5,ribeirao preto,SP,Low volume,Watch — below volume gate,0
3586b8580d9c917874e053a1bb37b5ff,36,0.0278,22.99,13.5,12,araraquara,SP,Low,Maintain — on-time seller,491
35b96509602ec4b7da831b5cd73ff2c2,2,0.0,23.78,9.0,2,sao leopoldo,RS,Low volume,Watch — below volume gate,0
35ef5aa32949680f627efec3c23e705c,3,0.0,34.84,9.7,1,sombrio,SC,Low volume,Watch — below volume gate,0
35fb511489d9ee3ee27a76debce9df06,7,0.1429,24.61,16.9,5,londrina,PR,Low volume,Watch — below volume gate,0
3606774ec64634822d78dc2db6d37045,1,0.0,16.37,16.0,1,sao caetano do sul,SP,Low volume,Watch — below volume gate,0
365e445f796710c3431557e85caa25db,4,0.0,19.82,8.5,4,sao paulo,SP,Low volume,Watch — below volume gate,0
365e4bce19bda0082c3d15d83fdb8bcd,6,0.0,16.44,10.5,4,sao caetano do sul,SP,Low volume,Watch — below volume gate,0
36890be00bbfc1cdb9a4a38a6af05a69,13,0.1538,18.43,9.4,8,osasco,SP,Low volume,Watch — below volume gate,0
36a968b544695394e4e9d7572688598f,146,0.0342,14.05,10.8,16,santos,SP,Low,Maintain — on-time seller,440
36f98ad67cc981f50ce8aed093d5783c,2,0.0,19.61,6.5,1,toledo,PR,Low volume,Watch — below volume gate,0
37303482a42fb700d8d127e70a9cd6c8,1,0.0,8.11,2.0,1,campinas,SP,Low volume,Watch — below volume gate,0
373ee4a3a775a733770ca3f790b8b9ac,13,0.0769,22.33,9.8,4,rio de janeiro,RJ,Low volume,Watch — below volume gate,0
37515688008a7a40ac93e3b2e4ab203f,222,0.0811,15.12,15.3,19,dracena,SP,Low,Maintain — on-time seller,190
376a891762bbdecbc02b4b6adec3fdda,57,0.0351,22.59,12.1,20,goiania,GO,Low,Maintain — on-time seller,433
376d67b61dce0c990155286e7ae486a4,1,0.0,17.91,14.0,1,sao paulo,SP,Low volume,Watch — below volume gate,0
3771c85bac139d2344864ede5d9341e3,26,0.1154,15.73,13.2,6,sorocaba,SP,Low volume,Watch — below volume gate,0
377bc18334c78dd2f1535ef22a3ad225,1,0.0,88.46,10.0,1,sao jose dos pinhais,PR,Low volume,Watch — below volume gate,0
3785b653b1b82de85ab47dd139938091,21,0.0,23.74,11.9,7,ampere,PR,Low volume,Watch — below volume gate,0
37be5a7c751166fbc5f8ccba4119e043,269,0.026,22.38,10.6,21,sao paulo,SP,Low,Maintain — on-time seller,502
37dd29b36c458d82f74a953c40c43645,7,0.1429,68.49,18.4,7,limeira,SP,Low volume,Watch — below volume gate,0
38102b031c2a15e54623d711bfc753d3,7,0.0,51.38,23.7,4,mucambo,CE,Low volume,Watch — below volume gate,0
381c83fdca332ea6afd896da20bf6e4a,46,0.0217,21.72,12.6,15,curitiba,PR,Low,Maintain — on-time seller,528
382229d1e840115ffe3dbf5ff460e417,44,0.0682,19.13,9.0,12,rio de janeiro,RJ,Low,Maintain — on-time seller,245
385799a1cddbd26dfeb9157356a42282,4,0.0,18.7,8.8,3,sao paulo,SP,Low volume,Watch — below volume gate,0
38874e327ce94d11390b96eb42d61928,6,0.1667,63.08,20.0,4,itaquaquecetuba,SP,Low volume,Watch — below volume gate,0
389e45560e33d2d0747f949dcddbc08e,1,0.0,8.43,4.0,1,sao jose dos campos,SP,Low volume,Watch — below volume gate,0
38af8acfd46ac4a7bf754e8ca6736664,5,0.0,10.59,6.2,3,sao paulo,SP,Low volume,Watch — below volume gate,0
38e679b9e0064cd94c6f035707344dae,27,0.037,25.65,11.3,7,londrina,PR,Low volume,Watch — below volume gate,0
38e6dada03429a47197d5d584d793b41,7,0.0,29.56,10.0,4,sao paulo,SP,Low volume,Watch — below volume gate,0
38f276ca6e7cc95a6d1bb55ac9e5550f,1,0.0,11.85,5.0,1,marilia,SP,Low volume,Watch — below volume gate,0
3903c788ded8dc03b5ebab37a2f3e9a1,4,0.25,10.92,10.2,2,carapicuiba,SP,Low volume,Watch — below volume gate,0
391bbd13b6452244774beff1824006ed,1,1.0,17.7,45.0,1,campinas,SP,Low volume,Watch — below volume gate,0
391fc6631aebcf3004804e51b40bcf1e,505,0.0851,19.72,14.4,19,ibitinga,SP,Low,Maintain — on-time seller,182
392353362d22cc2c236e1ee81ff19890,5,0.0,40.52,7.8,4,blumenau,SC,Low volume,Watch — below volume gate,0
392e0502231ae2f8b29994ef6398cd77,17,0.1176,18.23,17.8,6,cerqueira cesar,SP,Low volume,Watch — below volume gate,0
392f7f2c797e4dc077e4311bde2ab8ce,2,0.0,18.28,5.0,2,rio de janeiro,RN,Low volume,Watch — below volume gate,0
3935fe5fe0f82787a9dcb8deb62be09d,16,0.125,26.23,11.1,7,sao paulo,SP,Low volume,Watch — below volume gate,0
3968920b9aa752ab98f7d5888c9252f2,8,0.125,21.15,9.6,5,bauru,SP,Low volume,Watch — below volume gate,0
3969863bb8af7f72580b3b1ffd3a17b3,12,0.0,20.98,10.1,6,sao paulo,SP,Low volume,Watch — below volume gate,0
397c4d0c005b6f41f90098ac724e28cb,5,0.4,89.07,16.2,5,santo andre,SP,Low volume,Watch — below volume gate,0
3985a3c45be355a4c57fde108bfabd1c,7,0.0,24.57,11.4,6,rolante,RS,Low volume,Watch — below volume gate,0
3986c0b54f6b748b75e7bd4e092aa3e5,1,0.0,15.28,6.0,1,curitiba,PR,Low volume,Watch — below volume gate,0
398cb257329ef7af7f1943a8974a3cbc,1,0.0,15.47,7.0,1,salvador,BA,Low volume,Watch — below volume gate,0
39a5005f2605cbdb4f9ac14485cabfd1,3,0.0,77.53,9.7,2,barretos,SP,Low volume,Watch — below volume gate,0
39c763cca83e654764b7a4a650fb9b7c,11,0.1818,20.29,13.5,6,goiania,GO,Low volume,Watch — below volume gate,0
39d54ff918774174706fb065d7f9dc07,21,0.0952,15.95,12.0,8,sao paulo,SP,Low volume,Watch — below volume gate,0
39d61be7a92eb77b7da367bd4845bc0e,7,0.0,29.86,10.7,4,sao paulo,SP,Low volume,Watch — below volume gate,0
39f776d2974049026ff531fc42ef2a3e,3,0.0,30.12,16.3,2,goiania,GO,Low volume,Watch — below volume gate,0
3a1a1fec38dd360f15fc912e821e169d,14,0.2857,24.09,15.1,6,sao paulo,SP,Low volume,Watch — below volume gate,0
3a3c180dd702a725bd0ba4117689239e,1,0.0,35.48,14.0,1,uniao da vitoria,PR,Low volume,Watch — below volume gate,0
3a3e46d10f74d8a6ca76e2b538f106a0,2,0.0,33.34,19.5,2,sao paulo,SP,Low volume,Watch — below volume gate,0
3a4127e1ba7208ea37044c5092aae170,5,0.0,16.29,11.4,4,sao paulo,SP,Low volume,Watch — below volume gate,0
3a490ba60afa30ece0e7d50cfe74a4f0,8,0.0,20.73,11.9,5,belo horizonte,MG,Low volume,Watch — below volume gate,0
3a52d63a8f9daf5a28f3626d7eb9bd28,1,0.0,17.78,6.0,1,aguas claras df,SP,Low volume,Watch — below volume gate,0
3a734b715d333a2588a3d54a0c9b8746,14,0.0714,22.83,11.8,7,osasco,SP,Low volume,Watch — below volume gate,0
3a79f35a2344ede41af21267f61d5ec6,1,0.0,66.59,14.0,1,campinas,SP,Low volume,Watch — below volume gate,0
3aa3c89ae3cd482385568be76120f63c,1,0.0,19.04,11.0,1,goiania,GO,Low volume,Watch — below volume gate,0
3ab971ce71839580d2ae5b4e40fe8044,35,0.0571,25.15,6.8,6,sao paulo,SP,Low,Maintain — on-time seller,295
3ac588cd562971392504a9e17130c40b,1,0.0,7.39,7.0,1,limeira,SP,Low volume,Watch — below volume gate,0
3ade81dab5a172b88e1871c28ae05260,28,0.1071,51.7,14.1,7,sao jose do rio preto,SP,Low volume,Watch — below volume gate,0
3afc536624bc2e65bddfb5db33cc01f3,6,0.0,17.85,9.8,4,belo horizonte,MG,Low volume,Watch — below volume gate,0
3b15288545f8928d3e65a8f949a28291,98,0.0714,24.14,14.6,13,ibitinga,SP,Low,Maintain — on-time seller,233
3b18f9856c6eb2413eafedb58e9eecd9,1,0.0,20.09,9.0,1,santo andre,SP,Low volume,Watch — below volume gate,0
3b872fd4747f01cc56206f2934198618,25,0.16,44.65,14.4,6,ibitinga,SP,Low volume,Watch — below volume gate,0
3bb32fedaa74e4ad20f4ce067733bd31,2,0.0,29.43,7.5,2,porto belo,SC,Low volume,Watch — below volume gate,0
3bb548e3cb7f70f28e3f11ee9dce0e59,45,0.0,21.68,10.9,9,maringa,PR,Low,Maintain — on-time seller,595
3bdff180c7e1f6551a643b99c265a120,56,0.0179,17.93,10.0,11,sao paulo,SP,Low,Maintain — on-time seller,547
3be5841cdcc46de4ed3f9116f104b2c5,4,0.0,22.09,8.2,4,barueri,SP,Low volume,Watch — below volume gate,0
3be634553519fb6536a03e1358e9fdc7,78,0.0769,22.1,10.2,13,sao paulo,SP,Low,Maintain — on-time seller,210
3bfba5a77604f6dfae7e6dd7aaf65821,4,0.0,30.67,9.2,3,londrina,PR,Low volume,Watch — below volume gate,0
3c010235b7345c92f125d14ee232a76b,15,0.0,28.49,10.9,8,mandirituba,PR,Low volume,Watch — below volume gate,0
3c03b12bab54d8b37d79d914bfdb1aa0,36,0.1667,18.72,13.7,11,sao joao de meriti,RJ,Medium,Review — rising late rate,27
3c3017960b2dbd72711a61f0400aab8f,9,0.0,25.41,12.8,8,jaragua do sul,SC,Low volume,Watch — below volume gate,0
3c487ae8f8d7542beff5788e2e0aea83,30,0.0333,23.99,13.6,11,gama,DF,Low,Maintain — on-time seller,447
3c4e0452bff7a2a788179488d3d77032,32,0.0312,18.94,13.8,9,colombo,PR,Low,Maintain — on-time seller,473
3c7c4a49ec3c6550809089c6a2ca9370,136,0.0588,13.46,9.6,15,sao paulo,SP,Low,Maintain — on-time seller,288
